Machine891
60 2
0 0 8
0 1 51
1 0 54
1 1 0
2 0 30
2 1 29
3 0 2
3 1 34
4 0 23
4 1 52
5 0 59
5 1 12
6 0 50
6 1 11
7 0 32
7 1 16
8 0 24
8 1 28
9 0 41
9 1 20
10 0 57
10 1 15
11 0 29
11 1 14
12 0 27
12 1 10
13 0 55
13 1 16
14 0 54
14 1 30
15 0 26
15 1 18
16 0 30
16 1 46
17 0 25
17 1 12
18 0 8
18 1 6
19 0 35
19 1 56
20 0 34
20 1 48
21 0 24
21 1 40
22 0 27
22 1 45
23 0 32
23 1 58
24 0 0
24 1 42
25 0 39
25 1 48
26 0 11
26 1 22
27 0 32
27 1 32
28 0 16
28 1 34
29 0 37
29 1 48
30 0 30
30 1 38
31 0 22
31 1 10
32 0 37
32 1 33
33 0 58
33 1 23
34 0 43
34 1 4
35 0 5
35 1 14
36 0 52
36 1 19
37 0 1
37 1 57
38 0 24
38 1 42
39 0 49
39 1 47
40 0 5
40 1 6
41 0 23
41 1 49
42 0 44
42 1 0
43 0 27
43 1 39
44 0 24
44 1 33
45 0 6
45 1 52
46 0 35
46 1 3
47 0 13
47 1 14
48 0 52
48 1 34
49 0 15
49 1 12
50 0 12
50 1 52
51 0 28
51 1 16
52 0 3
52 1 28
53 0 54
53 1 21
54 0 27
54 1 6
55 0 38
55 1 9
56 0 22
56 1 58
57 0 48
57 1 23
58 0 55
58 1 50
59 0 41
59 1 27
