Machine618
60 2
0 0 59
0 1 24
1 0 26
1 1 48
2 0 21
2 1 24
3 0 26
3 1 56
4 0 44
4 1 15
5 0 5
5 1 53
6 0 51
6 1 3
7 0 2
7 1 44
8 0 43
8 1 41
9 0 2
9 1 19
10 0 26
10 1 15
11 0 9
11 1 37
12 0 47
12 1 45
13 0 51
13 1 16
14 0 38
14 1 21
15 0 4
15 1 39
16 0 1
16 1 7
17 0 20
17 1 7
18 0 42
18 1 35
19 0 12
19 1 53
20 0 37
20 1 50
21 0 30
21 1 47
22 0 49
22 1 53
23 0 33
23 1 44
24 0 5
24 1 56
25 0 45
25 1 32
26 0 6
26 1 14
27 0 20
27 1 11
28 0 47
28 1 26
29 0 26
29 1 11
30 0 3
30 1 48
31 0 37
31 1 45
32 0 18
32 1 25
33 0 47
33 1 16
34 0 9
34 1 32
35 0 45
35 1 42
36 0 6
36 1 13
37 0 25
37 1 22
38 0 26
38 1 8
39 0 52
39 1 56
40 0 12
40 1 48
41 0 28
41 1 17
42 0 29
42 1 20
43 0 9
43 1 46
44 0 37
44 1 38
45 0 46
45 1 32
46 0 36
46 1 7
47 0 40
47 1 0
48 0 20
48 1 5
49 0 6
49 1 55
50 0 38
50 1 42
51 0 7
51 1 21
52 0 13
52 1 11
53 0 1
53 1 16
54 0 5
54 1 2
55 0 40
55 1 57
56 0 54
56 1 56
57 0 6
57 1 44
58 0 24
58 1 49
59 0 44
59 1 41
