Machine796
60 2
0 0 57
0 1 21
1 0 59
1 1 3
2 0 35
2 1 57
3 0 44
3 1 0
4 0 22
4 1 17
5 0 49
5 1 9
6 0 19
6 1 23
7 0 53
7 1 21
8 0 37
8 1 6
9 0 11
9 1 34
10 0 59
10 1 18
11 0 12
11 1 0
12 0 26
12 1 1
13 0 48
13 1 43
14 0 47
14 1 48
15 0 48
15 1 3
16 0 35
16 1 20
17 0 5
17 1 55
18 0 29
18 1 25
19 0 56
19 1 47
20 0 20
20 1 58
21 0 26
21 1 5
22 0 21
22 1 46
23 0 13
23 1 29
24 0 32
24 1 15
25 0 14
25 1 40
26 0 5
26 1 43
27 0 55
27 1 18
28 0 13
28 1 33
29 0 14
29 1 12
30 0 7
30 1 15
31 0 20
31 1 31
32 0 3
32 1 0
33 0 44
33 1 10
34 0 4
34 1 24
35 0 34
35 1 45
36 0 9
36 1 19
37 0 23
37 1 48
38 0 45
38 1 29
39 0 15
39 1 4
40 0 15
40 1 21
41 0 43
41 1 36
42 0 48
42 1 1
43 0 14
43 1 16
44 0 38
44 1 27
45 0 37
45 1 39
46 0 21
46 1 34
47 0 15
47 1 1
48 0 15
48 1 54
49 0 57
49 1 21
50 0 23
50 1 41
51 0 39
51 1 22
52 0 1
52 1 56
53 0 55
53 1 2
54 0 58
54 1 52
55 0 0
55 1 3
56 0 39
56 1 59
57 0 29
57 1 52
58 0 48
58 1 7
59 0 44
59 1 24
