Machine690
60 2
0 0 6
0 1 53
1 0 2
1 1 37
2 0 43
2 1 38
3 0 5
3 1 39
4 0 19
4 1 45
5 0 11
5 1 45
6 0 21
6 1 48
7 0 4
7 1 18
8 0 28
8 1 58
9 0 39
9 1 2
10 0 27
10 1 56
11 0 24
11 1 2
12 0 34
12 1 57
13 0 8
13 1 1
14 0 25
14 1 7
15 0 20
15 1 2
16 0 46
16 1 34
17 0 40
17 1 45
18 0 15
18 1 51
19 0 17
19 1 57
20 0 16
20 1 12
21 0 13
21 1 31
22 0 15
22 1 46
23 0 17
23 1 22
24 0 13
24 1 22
25 0 38
25 1 40
26 0 41
26 1 13
27 0 5
27 1 15
28 0 49
28 1 17
29 0 56
29 1 12
30 0 20
30 1 43
31 0 41
31 1 44
32 0 36
32 1 54
33 0 19
33 1 20
34 0 4
34 1 44
35 0 38
35 1 50
36 0 14
36 1 12
37 0 3
37 1 38
38 0 6
38 1 16
39 0 32
39 1 18
40 0 51
40 1 14
41 0 2
41 1 54
42 0 31
42 1 26
43 0 58
43 1 14
44 0 17
44 1 11
45 0 26
45 1 50
46 0 6
46 1 8
47 0 23
47 1 13
48 0 0
48 1 53
49 0 8
49 1 51
50 0 14
50 1 48
51 0 45
51 1 12
52 0 43
52 1 47
53 0 8
53 1 10
54 0 50
54 1 3
55 0 3
55 1 40
56 0 9
56 1 12
57 0 11
57 1 8
58 0 35
58 1 43
59 0 42
59 1 53
