Machine725
60 2
0 0 40
0 1 24
1 0 13
1 1 22
2 0 19
2 1 20
3 0 39
3 1 34
4 0 48
4 1 40
5 0 51
5 1 16
6 0 16
6 1 19
7 0 39
7 1 55
8 0 41
8 1 4
9 0 39
9 1 20
10 0 16
10 1 1
11 0 33
11 1 2
12 0 45
12 1 0
13 0 22
13 1 17
14 0 33
14 1 12
15 0 45
15 1 1
16 0 1
16 1 8
17 0 30
17 1 10
18 0 13
18 1 33
19 0 7
19 1 55
20 0 10
20 1 20
21 0 29
21 1 23
22 0 11
22 1 56
23 0 52
23 1 42
24 0 25
24 1 18
25 0 5
25 1 20
26 0 53
26 1 10
27 0 15
27 1 35
28 0 40
28 1 51
29 0 47
29 1 23
30 0 51
30 1 48
31 0 41
31 1 25
32 0 33
32 1 47
33 0 27
33 1 59
34 0 4
34 1 4
35 0 19
35 1 26
36 0 59
36 1 56
37 0 6
37 1 56
38 0 6
38 1 49
39 0 13
39 1 43
40 0 19
40 1 43
41 0 48
41 1 22
42 0 36
42 1 55
43 0 23
43 1 24
44 0 28
44 1 31
45 0 19
45 1 44
46 0 34
46 1 35
47 0 12
47 1 46
48 0 31
48 1 17
49 0 51
49 1 52
50 0 44
50 1 21
51 0 31
51 1 22
52 0 19
52 1 17
53 0 13
53 1 35
54 0 9
54 1 38
55 0 38
55 1 19
56 0 26
56 1 46
57 0 31
57 1 38
58 0 45
58 1 48
59 0 47
59 1 37
