Machine648
60 2
0 0 54
0 1 1
1 0 30
1 1 24
2 0 58
2 1 22
3 0 16
3 1 2
4 0 31
4 1 53
5 0 23
5 1 19
6 0 56
6 1 0
7 0 2
7 1 47
8 0 17
8 1 44
9 0 44
9 1 20
10 0 54
10 1 26
11 0 25
11 1 29
12 0 20
12 1 15
13 0 6
13 1 23
14 0 9
14 1 43
15 0 36
15 1 35
16 0 45
16 1 12
17 0 16
17 1 38
18 0 58
18 1 17
19 0 2
19 1 27
20 0 23
20 1 29
21 0 58
21 1 31
22 0 14
22 1 29
23 0 18
23 1 13
24 0 26
24 1 37
25 0 51
25 1 5
26 0 46
26 1 27
27 0 2
27 1 14
28 0 2
28 1 47
29 0 21
29 1 2
30 0 34
30 1 9
31 0 14
31 1 16
32 0 0
32 1 48
33 0 15
33 1 32
34 0 6
34 1 39
35 0 56
35 1 42
36 0 8
36 1 43
37 0 8
37 1 27
38 0 44
38 1 37
39 0 10
39 1 52
40 0 41
40 1 11
41 0 37
41 1 48
42 0 49
42 1 30
43 0 21
43 1 11
44 0 5
44 1 8
45 0 4
45 1 2
46 0 53
46 1 13
47 0 43
47 1 45
48 0 28
48 1 18
49 0 47
49 1 22
50 0 35
50 1 23
51 0 42
51 1 13
52 0 7
52 1 24
53 0 19
53 1 33
54 0 14
54 1 4
55 0 21
55 1 16
56 0 24
56 1 27
57 0 55
57 1 24
58 0 56
58 1 42
59 0 22
59 1 56
