Machine703
60 2
0 0 27
0 1 36
1 0 17
1 1 0
2 0 20
2 1 55
3 0 8
3 1 2
4 0 49
4 1 48
5 0 15
5 1 15
6 0 53
6 1 21
7 0 42
7 1 1
8 0 2
8 1 21
9 0 23
9 1 1
10 0 14
10 1 43
11 0 55
11 1 20
12 0 6
12 1 22
13 0 6
13 1 46
14 0 28
14 1 33
15 0 21
15 1 1
16 0 53
16 1 56
17 0 25
17 1 23
18 0 43
18 1 9
19 0 59
19 1 20
20 0 18
20 1 4
21 0 32
21 1 11
22 0 46
22 1 16
23 0 52
23 1 43
24 0 38
24 1 1
25 0 13
25 1 54
26 0 22
26 1 47
27 0 12
27 1 26
28 0 38
28 1 10
29 0 15
29 1 20
30 0 54
30 1 43
31 0 29
31 1 0
32 0 31
32 1 9
33 0 27
33 1 12
34 0 33
34 1 14
35 0 5
35 1 29
36 0 11
36 1 25
37 0 48
37 1 30
38 0 28
38 1 36
39 0 27
39 1 15
40 0 11
40 1 18
41 0 54
41 1 19
42 0 8
42 1 22
43 0 55
43 1 40
44 0 23
44 1 25
45 0 24
45 1 57
46 0 22
46 1 1
47 0 53
47 1 38
48 0 20
48 1 8
49 0 19
49 1 33
50 0 26
50 1 9
51 0 54
51 1 38
52 0 28
52 1 14
53 0 53
53 1 23
54 0 2
54 1 40
55 0 24
55 1 57
56 0 56
56 1 28
57 0 46
57 1 42
58 0 57
58 1 8
59 0 1
59 1 11
