Machine876
60 2
0 0 30
0 1 19
1 0 15
1 1 40
2 0 10
2 1 58
3 0 16
3 1 31
4 0 22
4 1 52
5 0 54
5 1 25
6 0 54
6 1 15
7 0 8
7 1 35
8 0 23
8 1 56
9 0 10
9 1 36
10 0 41
10 1 21
11 0 8
11 1 35
12 0 0
12 1 35
13 0 29
13 1 55
14 0 31
14 1 21
15 0 52
15 1 9
16 0 18
16 1 10
17 0 35
17 1 39
18 0 13
18 1 0
19 0 51
19 1 29
20 0 36
20 1 17
21 0 23
21 1 31
22 0 44
22 1 19
23 0 59
23 1 25
24 0 11
24 1 48
25 0 53
25 1 23
26 0 54
26 1 19
27 0 43
27 1 36
28 0 11
28 1 41
29 0 46
29 1 20
30 0 33
30 1 58
31 0 32
31 1 2
32 0 43
32 1 34
33 0 58
33 1 53
34 0 8
34 1 3
35 0 37
35 1 17
36 0 30
36 1 45
37 0 36
37 1 12
38 0 45
38 1 43
39 0 19
39 1 10
40 0 2
40 1 44
41 0 45
41 1 3
42 0 44
42 1 40
43 0 54
43 1 51
44 0 39
44 1 52
45 0 59
45 1 30
46 0 23
46 1 16
47 0 11
47 1 15
48 0 21
48 1 20
49 0 33
49 1 51
50 0 58
50 1 20
51 0 33
51 1 44
52 0 56
52 1 10
53 0 18
53 1 35
54 0 25
54 1 29
55 0 54
55 1 34
56 0 40
56 1 9
57 0 24
57 1 10
58 0 2
58 1 46
59 0 6
59 1 52
