Machine764
60 2
0 0 19
0 1 12
1 0 3
1 1 29
2 0 21
2 1 41
3 0 38
3 1 23
4 0 35
4 1 59
5 0 9
5 1 28
6 0 46
6 1 28
7 0 51
7 1 41
8 0 23
8 1 18
9 0 58
9 1 16
10 0 13
10 1 12
11 0 51
11 1 42
12 0 51
12 1 39
13 0 13
13 1 0
14 0 7
14 1 33
15 0 11
15 1 19
16 0 8
16 1 13
17 0 29
17 1 1
18 0 54
18 1 41
19 0 57
19 1 52
20 0 43
20 1 25
21 0 52
21 1 25
22 0 19
22 1 8
23 0 37
23 1 59
24 0 46
24 1 35
25 0 47
25 1 59
26 0 47
26 1 14
27 0 32
27 1 15
28 0 45
28 1 6
29 0 41
29 1 23
30 0 24
30 1 36
31 0 13
31 1 57
32 0 44
32 1 37
33 0 13
33 1 39
34 0 4
34 1 38
35 0 16
35 1 22
36 0 54
36 1 50
37 0 33
37 1 41
38 0 44
38 1 11
39 0 43
39 1 58
40 0 53
40 1 21
41 0 1
41 1 31
42 0 15
42 1 40
43 0 20
43 1 20
44 0 19
44 1 45
45 0 41
45 1 44
46 0 27
46 1 24
47 0 22
47 1 30
48 0 33
48 1 11
49 0 3
49 1 5
50 0 11
50 1 23
51 0 15
51 1 25
52 0 58
52 1 12
53 0 2
53 1 51
54 0 30
54 1 50
55 0 0
55 1 55
56 0 49
56 1 32
57 0 16
57 1 5
58 0 3
58 1 49
59 0 14
59 1 28
