Machine729
60 2
0 0 37
0 1 27
1 0 3
1 1 51
2 0 3
2 1 46
3 0 37
3 1 27
4 0 1
4 1 58
5 0 4
5 1 4
6 0 22
6 1 42
7 0 33
7 1 7
8 0 23
8 1 57
9 0 41
9 1 49
10 0 17
10 1 15
11 0 27
11 1 45
12 0 6
12 1 11
13 0 14
13 1 35
14 0 26
14 1 17
15 0 56
15 1 4
16 0 8
16 1 31
17 0 5
17 1 56
18 0 50
18 1 53
19 0 8
19 1 50
20 0 20
20 1 40
21 0 33
21 1 12
22 0 51
22 1 59
23 0 34
23 1 18
24 0 43
24 1 31
25 0 1
25 1 59
26 0 55
26 1 53
27 0 50
27 1 48
28 0 48
28 1 38
29 0 31
29 1 48
30 0 33
30 1 44
31 0 45
31 1 38
32 0 9
32 1 6
33 0 53
33 1 28
34 0 4
34 1 27
35 0 30
35 1 15
36 0 40
36 1 24
37 0 49
37 1 16
38 0 58
38 1 28
39 0 21
39 1 26
40 0 4
40 1 8
41 0 35
41 1 46
42 0 30
42 1 24
43 0 49
43 1 51
44 0 24
44 1 51
45 0 1
45 1 55
46 0 21
46 1 30
47 0 11
47 1 31
48 0 21
48 1 13
49 0 39
49 1 24
50 0 44
50 1 33
51 0 20
51 1 8
52 0 3
52 1 19
53 0 17
53 1 13
54 0 31
54 1 11
55 0 35
55 1 3
56 0 30
56 1 52
57 0 7
57 1 39
58 0 19
58 1 11
59 0 18
59 1 58
