Machine639
60 2
0 0 12
0 1 0
1 0 6
1 1 44
2 0 54
2 1 15
3 0 21
3 1 17
4 0 53
4 1 39
5 0 4
5 1 12
6 0 39
6 1 55
7 0 53
7 1 44
8 0 5
8 1 27
9 0 34
9 1 47
10 0 22
10 1 51
11 0 52
11 1 6
12 0 19
12 1 16
13 0 4
13 1 0
14 0 11
14 1 55
15 0 46
15 1 42
16 0 6
16 1 0
17 0 41
17 1 2
18 0 20
18 1 6
19 0 57
19 1 39
20 0 37
20 1 24
21 0 35
21 1 5
22 0 31
22 1 30
23 0 49
23 1 52
24 0 40
24 1 15
25 0 12
25 1 48
26 0 54
26 1 17
27 0 51
27 1 59
28 0 54
28 1 15
29 0 57
29 1 28
30 0 53
30 1 36
31 0 29
31 1 39
32 0 38
32 1 39
33 0 10
33 1 46
34 0 27
34 1 36
35 0 49
35 1 36
36 0 27
36 1 2
37 0 53
37 1 32
38 0 3
38 1 27
39 0 51
39 1 41
40 0 29
40 1 1
41 0 4
41 1 17
42 0 13
42 1 48
43 0 33
43 1 16
44 0 43
44 1 8
45 0 8
45 1 56
46 0 19
46 1 29
47 0 55
47 1 16
48 0 47
48 1 43
49 0 47
49 1 10
50 0 50
50 1 5
51 0 17
51 1 15
52 0 37
52 1 38
53 0 39
53 1 7
54 0 22
54 1 51
55 0 25
55 1 35
56 0 26
56 1 31
57 0 36
57 1 17
58 0 51
58 1 12
59 0 58
59 1 13
