Machine740
60 2
0 0 50
0 1 39
1 0 54
1 1 39
2 0 21
2 1 39
3 0 26
3 1 11
4 0 18
4 1 26
5 0 24
5 1 53
6 0 18
6 1 15
7 0 12
7 1 31
8 0 27
8 1 59
9 0 33
9 1 50
10 0 41
10 1 21
11 0 4
11 1 26
12 0 47
12 1 4
13 0 3
13 1 50
14 0 21
14 1 8
15 0 21
15 1 46
16 0 28
16 1 10
17 0 9
17 1 2
18 0 10
18 1 43
19 0 16
19 1 36
20 0 19
20 1 12
21 0 45
21 1 8
22 0 3
22 1 39
23 0 35
23 1 18
24 0 0
24 1 33
25 0 58
25 1 10
26 0 58
26 1 52
27 0 6
27 1 5
28 0 40
28 1 48
29 0 28
29 1 4
30 0 6
30 1 53
31 0 52
31 1 22
32 0 15
32 1 45
33 0 34
33 1 28
34 0 35
34 1 43
35 0 6
35 1 11
36 0 29
36 1 21
37 0 16
37 1 5
38 0 21
38 1 43
39 0 25
39 1 8
40 0 56
40 1 15
41 0 52
41 1 45
42 0 54
42 1 52
43 0 10
43 1 55
44 0 53
44 1 53
45 0 27
45 1 48
46 0 45
46 1 23
47 0 10
47 1 27
48 0 48
48 1 8
49 0 14
49 1 49
50 0 58
50 1 52
51 0 30
51 1 22
52 0 36
52 1 1
53 0 31
53 1 29
54 0 12
54 1 45
55 0 24
55 1 57
56 0 30
56 1 59
57 0 5
57 1 5
58 0 15
58 1 24
59 0 0
59 1 16
