Machine713
60 2
0 0 32
0 1 13
1 0 22
1 1 1
2 0 1
2 1 10
3 0 59
3 1 55
4 0 50
4 1 7
5 0 51
5 1 54
6 0 2
6 1 50
7 0 45
7 1 53
8 0 22
8 1 10
9 0 30
9 1 2
10 0 10
10 1 30
11 0 30
11 1 20
12 0 3
12 1 23
13 0 0
13 1 27
14 0 18
14 1 10
15 0 20
15 1 38
16 0 9
16 1 4
17 0 49
17 1 49
18 0 2
18 1 51
19 0 36
19 1 48
20 0 25
20 1 14
21 0 22
21 1 44
22 0 55
22 1 47
23 0 42
23 1 57
24 0 12
24 1 1
25 0 50
25 1 6
26 0 19
26 1 10
27 0 36
27 1 34
28 0 24
28 1 5
29 0 8
29 1 16
30 0 21
30 1 4
31 0 8
31 1 42
32 0 5
32 1 45
33 0 28
33 1 9
34 0 34
34 1 51
35 0 15
35 1 38
36 0 11
36 1 25
37 0 52
37 1 16
38 0 1
38 1 27
39 0 24
39 1 38
40 0 45
40 1 31
41 0 40
41 1 27
42 0 35
42 1 5
43 0 14
43 1 3
44 0 58
44 1 10
45 0 22
45 1 26
46 0 51
46 1 21
47 0 51
47 1 7
48 0 38
48 1 28
49 0 32
49 1 32
50 0 19
50 1 13
51 0 37
51 1 57
52 0 39
52 1 58
53 0 41
53 1 23
54 0 59
54 1 44
55 0 34
55 1 33
56 0 34
56 1 47
57 0 52
57 1 40
58 0 13
58 1 28
59 0 50
59 1 46
