Machine817
60 2
0 0 33
0 1 0
1 0 46
1 1 38
2 0 11
2 1 8
3 0 49
3 1 35
4 0 46
4 1 18
5 0 31
5 1 55
6 0 13
6 1 56
7 0 44
7 1 45
8 0 41
8 1 11
9 0 0
9 1 18
10 0 16
10 1 27
11 0 55
11 1 58
12 0 49
12 1 24
13 0 55
13 1 18
14 0 18
14 1 36
15 0 16
15 1 22
16 0 54
16 1 2
17 0 40
17 1 35
18 0 44
18 1 35
19 0 42
19 1 22
20 0 29
20 1 2
21 0 13
21 1 22
22 0 7
22 1 37
23 0 53
23 1 38
24 0 19
24 1 36
25 0 40
25 1 23
26 0 47
26 1 41
27 0 51
27 1 25
28 0 25
28 1 24
29 0 7
29 1 18
30 0 53
30 1 59
31 0 3
31 1 20
32 0 31
32 1 10
33 0 7
33 1 4
34 0 18
34 1 11
35 0 42
35 1 10
36 0 49
36 1 44
37 0 19
37 1 51
38 0 24
38 1 43
39 0 46
39 1 26
40 0 54
40 1 23
41 0 37
41 1 27
42 0 1
42 1 19
43 0 23
43 1 2
44 0 29
44 1 49
45 0 35
45 1 36
46 0 35
46 1 13
47 0 30
47 1 57
48 0 20
48 1 26
49 0 17
49 1 31
50 0 23
50 1 10
51 0 13
51 1 42
52 0 14
52 1 44
53 0 52
53 1 45
54 0 9
54 1 52
55 0 48
55 1 40
56 0 33
56 1 41
57 0 53
57 1 44
58 0 47
58 1 53
59 0 45
59 1 10
