Machine627
60 2
0 0 24
0 1 35
1 0 58
1 1 55
2 0 39
2 1 49
3 0 30
3 1 19
4 0 31
4 1 4
5 0 9
5 1 53
6 0 52
6 1 39
7 0 0
7 1 29
8 0 33
8 1 47
9 0 17
9 1 14
10 0 25
10 1 35
11 0 5
11 1 28
12 0 57
12 1 37
13 0 53
13 1 48
14 0 53
14 1 14
15 0 7
15 1 7
16 0 25
16 1 25
17 0 26
17 1 4
18 0 1
18 1 23
19 0 8
19 1 9
20 0 21
20 1 13
21 0 16
21 1 18
22 0 3
22 1 12
23 0 43
23 1 27
24 0 43
24 1 19
25 0 6
25 1 36
26 0 25
26 1 41
27 0 55
27 1 10
28 0 20
28 1 59
29 0 17
29 1 5
30 0 55
30 1 51
31 0 57
31 1 51
32 0 55
32 1 3
33 0 16
33 1 11
34 0 39
34 1 57
35 0 12
35 1 15
36 0 15
36 1 18
37 0 11
37 1 56
38 0 34
38 1 27
39 0 6
39 1 39
40 0 36
40 1 34
41 0 56
41 1 54
42 0 0
42 1 52
43 0 6
43 1 39
44 0 13
44 1 9
45 0 46
45 1 16
46 0 8
46 1 8
47 0 18
47 1 42
48 0 18
48 1 19
49 0 23
49 1 27
50 0 42
50 1 47
51 0 9
51 1 53
52 0 15
52 1 40
53 0 32
53 1 53
54 0 33
54 1 40
55 0 48
55 1 1
56 0 39
56 1 48
57 0 12
57 1 4
58 0 39
58 1 7
59 0 24
59 1 9
