Machine672
60 2
0 0 22
0 1 41
1 0 36
1 1 46
2 0 32
2 1 7
3 0 24
3 1 5
4 0 39
4 1 47
5 0 22
5 1 26
6 0 38
6 1 54
7 0 54
7 1 40
8 0 57
8 1 5
9 0 54
9 1 9
10 0 28
10 1 2
11 0 44
11 1 16
12 0 6
12 1 44
13 0 1
13 1 54
14 0 26
14 1 8
15 0 15
15 1 24
16 0 30
16 1 35
17 0 42
17 1 47
18 0 5
18 1 31
19 0 57
19 1 46
20 0 36
20 1 32
21 0 14
21 1 26
22 0 51
22 1 55
23 0 54
23 1 5
24 0 58
24 1 44
25 0 58
25 1 58
26 0 23
26 1 19
27 0 49
27 1 52
28 0 4
28 1 31
29 0 50
29 1 43
30 0 2
30 1 8
31 0 47
31 1 53
32 0 26
32 1 47
33 0 14
33 1 55
34 0 55
34 1 58
35 0 2
35 1 30
36 0 18
36 1 41
37 0 8
37 1 34
38 0 26
38 1 5
39 0 20
39 1 51
40 0 57
40 1 10
41 0 22
41 1 11
42 0 37
42 1 38
43 0 20
43 1 40
44 0 48
44 1 9
45 0 46
45 1 26
46 0 30
46 1 37
47 0 14
47 1 16
48 0 18
48 1 16
49 0 49
49 1 25
50 0 11
50 1 19
51 0 12
51 1 52
52 0 13
52 1 36
53 0 41
53 1 28
54 0 29
54 1 27
55 0 27
55 1 40
56 0 52
56 1 46
57 0 18
57 1 37
58 0 8
58 1 50
59 0 21
59 1 10
