Machine889
60 2
0 0 58
0 1 25
1 0 0
1 1 41
2 0 11
2 1 54
3 0 53
3 1 1
4 0 57
4 1 38
5 0 17
5 1 44
6 0 34
6 1 28
7 0 18
7 1 46
8 0 31
8 1 37
9 0 47
9 1 14
10 0 2
10 1 42
11 0 0
11 1 46
12 0 35
12 1 19
13 0 10
13 1 27
14 0 23
14 1 38
15 0 1
15 1 0
16 0 41
16 1 22
17 0 52
17 1 44
18 0 48
18 1 59
19 0 19
19 1 49
20 0 29
20 1 9
21 0 31
21 1 5
22 0 4
22 1 30
23 0 58
23 1 25
24 0 25
24 1 24
25 0 5
25 1 4
26 0 58
26 1 4
27 0 40
27 1 57
28 0 59
28 1 32
29 0 10
29 1 33
30 0 55
30 1 56
31 0 44
31 1 44
32 0 4
32 1 31
33 0 25
33 1 14
34 0 54
34 1 20
35 0 55
35 1 38
36 0 29
36 1 5
37 0 0
37 1 33
38 0 28
38 1 52
39 0 37
39 1 35
40 0 30
40 1 35
41 0 53
41 1 52
42 0 7
42 1 6
43 0 34
43 1 22
44 0 4
44 1 13
45 0 38
45 1 47
46 0 58
46 1 41
47 0 9
47 1 39
48 0 49
48 1 46
49 0 8
49 1 53
50 0 0
50 1 8
51 0 11
51 1 25
52 0 59
52 1 27
53 0 17
53 1 11
54 0 4
54 1 32
55 0 4
55 1 5
56 0 54
56 1 50
57 0 57
57 1 48
58 0 31
58 1 6
59 0 43
59 1 40
