Machine779
60 2
0 0 11
0 1 6
1 0 29
1 1 14
2 0 35
2 1 48
3 0 49
3 1 52
4 0 2
4 1 40
5 0 2
5 1 37
6 0 6
6 1 27
7 0 41
7 1 30
8 0 58
8 1 16
9 0 47
9 1 14
10 0 3
10 1 10
11 0 34
11 1 6
12 0 4
12 1 39
13 0 25
13 1 37
14 0 40
14 1 23
15 0 47
15 1 4
16 0 39
16 1 51
17 0 45
17 1 16
18 0 14
18 1 4
19 0 49
19 1 41
20 0 42
20 1 24
21 0 42
21 1 3
22 0 39
22 1 12
23 0 18
23 1 24
24 0 36
24 1 56
25 0 20
25 1 17
26 0 6
26 1 44
27 0 42
27 1 34
28 0 50
28 1 34
29 0 43
29 1 54
30 0 17
30 1 26
31 0 22
31 1 45
32 0 41
32 1 55
33 0 51
33 1 21
34 0 52
34 1 14
35 0 15
35 1 34
36 0 40
36 1 14
37 0 1
37 1 13
38 0 19
38 1 54
39 0 42
39 1 5
40 0 20
40 1 42
41 0 56
41 1 52
42 0 38
42 1 2
43 0 28
43 1 59
44 0 23
44 1 27
45 0 29
45 1 15
46 0 25
46 1 0
47 0 18
47 1 47
48 0 14
48 1 0
49 0 33
49 1 39
50 0 0
50 1 14
51 0 6
51 1 32
52 0 8
52 1 22
53 0 46
53 1 38
54 0 8
54 1 25
55 0 53
55 1 19
56 0 41
56 1 12
57 0 24
57 1 12
58 0 6
58 1 2
59 0 1
59 1 13
