Machine700
60 2
0 0 27
0 1 43
1 0 1
1 1 40
2 0 32
2 1 57
3 0 6
3 1 30
4 0 35
4 1 7
5 0 50
5 1 29
6 0 16
6 1 39
7 0 58
7 1 31
8 0 11
8 1 22
9 0 43
9 1 20
10 0 11
10 1 5
11 0 27
11 1 37
12 0 18
12 1 49
13 0 52
13 1 24
14 0 2
14 1 30
15 0 33
15 1 2
16 0 39
16 1 55
17 0 46
17 1 10
18 0 50
18 1 23
19 0 45
19 1 11
20 0 11
20 1 9
21 0 11
21 1 20
22 0 41
22 1 1
23 0 37
23 1 27
24 0 12
24 1 42
25 0 8
25 1 52
26 0 26
26 1 55
27 0 9
27 1 24
28 0 6
28 1 31
29 0 24
29 1 50
30 0 45
30 1 41
31 0 28
31 1 5
32 0 1
32 1 17
33 0 26
33 1 48
34 0 54
34 1 3
35 0 59
35 1 31
36 0 16
36 1 20
37 0 44
37 1 25
38 0 50
38 1 43
39 0 1
39 1 51
40 0 52
40 1 51
41 0 9
41 1 5
42 0 44
42 1 6
43 0 46
43 1 17
44 0 11
44 1 9
45 0 1
45 1 49
46 0 44
46 1 52
47 0 35
47 1 3
48 0 13
48 1 24
49 0 29
49 1 36
50 0 6
50 1 57
51 0 45
51 1 35
52 0 43
52 1 16
53 0 29
53 1 1
54 0 14
54 1 45
55 0 40
55 1 31
56 0 46
56 1 39
57 0 6
57 1 9
58 0 35
58 1 48
59 0 57
59 1 33
