Machine790
60 2
0 0 30
0 1 1
1 0 22
1 1 12
2 0 15
2 1 46
3 0 22
3 1 14
4 0 45
4 1 38
5 0 16
5 1 13
6 0 32
6 1 39
7 0 48
7 1 2
8 0 17
8 1 29
9 0 56
9 1 13
10 0 1
10 1 14
11 0 42
11 1 27
12 0 54
12 1 16
13 0 21
13 1 42
14 0 46
14 1 9
15 0 46
15 1 58
16 0 39
16 1 26
17 0 32
17 1 7
18 0 41
18 1 43
19 0 14
19 1 15
20 0 22
20 1 51
21 0 21
21 1 13
22 0 23
22 1 5
23 0 29
23 1 2
24 0 50
24 1 27
25 0 31
25 1 56
26 0 52
26 1 50
27 0 31
27 1 37
28 0 45
28 1 35
29 0 59
29 1 51
30 0 58
30 1 27
31 0 47
31 1 46
32 0 57
32 1 29
33 0 45
33 1 52
34 0 18
34 1 49
35 0 30
35 1 6
36 0 40
36 1 2
37 0 21
37 1 52
38 0 10
38 1 16
39 0 10
39 1 46
40 0 31
40 1 24
41 0 27
41 1 50
42 0 50
42 1 24
43 0 34
43 1 31
44 0 56
44 1 54
45 0 57
45 1 48
46 0 51
46 1 2
47 0 13
47 1 53
48 0 10
48 1 21
49 0 30
49 1 37
50 0 22
50 1 25
51 0 10
51 1 5
52 0 54
52 1 20
53 0 22
53 1 37
54 0 50
54 1 50
55 0 58
55 1 50
56 0 25
56 1 39
57 0 46
57 1 58
58 0 41
58 1 14
59 0 18
59 1 40
