Machine619
60 2
0 0 55
0 1 33
1 0 3
1 1 39
2 0 20
2 1 33
3 0 25
3 1 56
4 0 3
4 1 13
5 0 59
5 1 53
6 0 0
6 1 53
7 0 30
7 1 38
8 0 58
8 1 31
9 0 6
9 1 52
10 0 48
10 1 14
11 0 18
11 1 7
12 0 9
12 1 28
13 0 24
13 1 34
14 0 48
14 1 48
15 0 37
15 1 33
16 0 57
16 1 2
17 0 32
17 1 15
18 0 22
18 1 37
19 0 43
19 1 8
20 0 29
20 1 21
21 0 53
21 1 17
22 0 46
22 1 46
23 0 0
23 1 40
24 0 23
24 1 39
25 0 50
25 1 41
26 0 23
26 1 39
27 0 1
27 1 9
28 0 2
28 1 17
29 0 15
29 1 26
30 0 10
30 1 53
31 0 35
31 1 25
32 0 55
32 1 25
33 0 54
33 1 6
34 0 48
34 1 12
35 0 42
35 1 34
36 0 22
36 1 36
37 0 37
37 1 27
38 0 50
38 1 25
39 0 15
39 1 29
40 0 30
40 1 52
41 0 20
41 1 30
42 0 41
42 1 10
43 0 34
43 1 26
44 0 53
44 1 1
45 0 45
45 1 2
46 0 14
46 1 52
47 0 32
47 1 44
48 0 46
48 1 56
49 0 13
49 1 57
50 0 45
50 1 8
51 0 3
51 1 25
52 0 20
52 1 18
53 0 24
53 1 53
54 0 51
54 1 4
55 0 25
55 1 36
56 0 26
56 1 25
57 0 15
57 1 24
58 0 45
58 1 27
59 0 14
59 1 38
