Machine884
60 2
0 0 44
0 1 20
1 0 30
1 1 25
2 0 18
2 1 42
3 0 58
3 1 10
4 0 42
4 1 20
5 0 53
5 1 29
6 0 50
6 1 1
7 0 3
7 1 41
8 0 21
8 1 25
9 0 3
9 1 10
10 0 10
10 1 4
11 0 17
11 1 0
12 0 0
12 1 55
13 0 14
13 1 34
14 0 39
14 1 16
15 0 6
15 1 27
16 0 55
16 1 35
17 0 46
17 1 37
18 0 48
18 1 29
19 0 50
19 1 49
20 0 0
20 1 11
21 0 50
21 1 21
22 0 16
22 1 8
23 0 34
23 1 48
24 0 16
24 1 54
25 0 6
25 1 7
26 0 31
26 1 6
27 0 18
27 1 43
28 0 40
28 1 32
29 0 16
29 1 5
30 0 25
30 1 55
31 0 48
31 1 29
32 0 56
32 1 17
33 0 51
33 1 44
34 0 43
34 1 34
35 0 28
35 1 42
36 0 36
36 1 5
37 0 31
37 1 43
38 0 37
38 1 47
39 0 27
39 1 56
40 0 17
40 1 20
41 0 17
41 1 32
42 0 58
42 1 36
43 0 16
43 1 53
44 0 48
44 1 8
45 0 24
45 1 34
46 0 41
46 1 29
47 0 19
47 1 38
48 0 14
48 1 0
49 0 36
49 1 16
50 0 44
50 1 16
51 0 22
51 1 46
52 0 2
52 1 54
53 0 1
53 1 29
54 0 18
54 1 10
55 0 44
55 1 38
56 0 16
56 1 16
57 0 2
57 1 42
58 0 31
58 1 42
59 0 58
59 1 9
