Machine820
60 2
0 0 42
0 1 36
1 0 30
1 1 19
2 0 19
2 1 38
3 0 22
3 1 18
4 0 34
4 1 44
5 0 38
5 1 10
6 0 13
6 1 36
7 0 9
7 1 22
8 0 48
8 1 40
9 0 58
9 1 1
10 0 52
10 1 48
11 0 6
11 1 26
12 0 33
12 1 35
13 0 30
13 1 40
14 0 53
14 1 6
15 0 27
15 1 11
16 0 56
16 1 38
17 0 47
17 1 36
18 0 4
18 1 24
19 0 43
19 1 10
20 0 19
20 1 20
21 0 5
21 1 9
22 0 41
22 1 31
23 0 17
23 1 20
24 0 22
24 1 23
25 0 36
25 1 40
26 0 13
26 1 52
27 0 3
27 1 37
28 0 56
28 1 47
29 0 35
29 1 17
30 0 38
30 1 58
31 0 53
31 1 34
32 0 17
32 1 58
33 0 33
33 1 49
34 0 44
34 1 48
35 0 45
35 1 57
36 0 9
36 1 28
37 0 13
37 1 32
38 0 11
38 1 30
39 0 31
39 1 21
40 0 5
40 1 13
41 0 7
41 1 56
42 0 5
42 1 47
43 0 29
43 1 3
44 0 28
44 1 31
45 0 34
45 1 42
46 0 36
46 1 11
47 0 39
47 1 21
48 0 57
48 1 37
49 0 7
49 1 58
50 0 40
50 1 50
51 0 43
51 1 15
52 0 52
52 1 21
53 0 23
53 1 0
54 0 14
54 1 25
55 0 15
55 1 13
56 0 40
56 1 20
57 0 32
57 1 6
58 0 32
58 1 29
59 0 41
59 1 53
