Machine858
60 2
0 0 34
0 1 47
1 0 59
1 1 45
2 0 6
2 1 30
3 0 36
3 1 51
4 0 54
4 1 49
5 0 27
5 1 32
6 0 18
6 1 1
7 0 25
7 1 25
8 0 58
8 1 14
9 0 33
9 1 53
10 0 36
10 1 55
11 0 54
11 1 0
12 0 36
12 1 43
13 0 1
13 1 19
14 0 3
14 1 28
15 0 58
15 1 13
16 0 1
16 1 15
17 0 7
17 1 30
18 0 7
18 1 32
19 0 6
19 1 32
20 0 55
20 1 10
21 0 5
21 1 39
22 0 52
22 1 35
23 0 10
23 1 38
24 0 0
24 1 40
25 0 13
25 1 26
26 0 6
26 1 7
27 0 50
27 1 48
28 0 59
28 1 52
29 0 54
29 1 17
30 0 49
30 1 4
31 0 39
31 1 27
32 0 53
32 1 4
33 0 1
33 1 7
34 0 30
34 1 11
35 0 21
35 1 27
36 0 34
36 1 58
37 0 37
37 1 38
38 0 47
38 1 59
39 0 0
39 1 59
40 0 22
40 1 22
41 0 29
41 1 29
42 0 7
42 1 55
43 0 44
43 1 25
44 0 38
44 1 33
45 0 3
45 1 0
46 0 42
46 1 50
47 0 46
47 1 4
48 0 35
48 1 52
49 0 33
49 1 1
50 0 0
50 1 4
51 0 11
51 1 24
52 0 23
52 1 42
53 0 36
53 1 32
54 0 7
54 1 16
55 0 54
55 1 59
56 0 58
56 1 33
57 0 3
57 1 35
58 0 7
58 1 51
59 0 37
59 1 11
