Machine880
60 2
0 0 26
0 1 12
1 0 47
1 1 3
2 0 24
2 1 1
3 0 7
3 1 10
4 0 20
4 1 54
5 0 41
5 1 14
6 0 57
6 1 40
7 0 22
7 1 25
8 0 52
8 1 21
9 0 39
9 1 5
10 0 51
10 1 39
11 0 56
11 1 27
12 0 30
12 1 57
13 0 3
13 1 22
14 0 15
14 1 41
15 0 49
15 1 10
16 0 46
16 1 47
17 0 41
17 1 22
18 0 40
18 1 9
19 0 12
19 1 40
20 0 46
20 1 45
21 0 9
21 1 20
22 0 48
22 1 21
23 0 4
23 1 36
24 0 39
24 1 0
25 0 52
25 1 39
26 0 53
26 1 8
27 0 42
27 1 38
28 0 14
28 1 8
29 0 47
29 1 59
30 0 55
30 1 9
31 0 57
31 1 56
32 0 45
32 1 5
33 0 39
33 1 26
34 0 48
34 1 16
35 0 43
35 1 22
36 0 11
36 1 14
37 0 55
37 1 59
38 0 29
38 1 1
39 0 53
39 1 1
40 0 35
40 1 29
41 0 42
41 1 44
42 0 38
42 1 7
43 0 29
43 1 13
44 0 53
44 1 20
45 0 9
45 1 26
46 0 24
46 1 43
47 0 13
47 1 47
48 0 17
48 1 36
49 0 51
49 1 14
50 0 50
50 1 3
51 0 59
51 1 48
52 0 50
52 1 8
53 0 20
53 1 25
54 0 22
54 1 57
55 0 15
55 1 58
56 0 45
56 1 56
57 0 19
57 1 4
58 0 47
58 1 3
59 0 4
59 1 34
