Machine848
60 2
0 0 31
0 1 48
1 0 40
1 1 8
2 0 57
2 1 42
3 0 19
3 1 27
4 0 3
4 1 17
5 0 34
5 1 26
6 0 43
6 1 16
7 0 41
7 1 10
8 0 27
8 1 5
9 0 58
9 1 33
10 0 51
10 1 5
11 0 57
11 1 14
12 0 25
12 1 27
13 0 37
13 1 38
14 0 37
14 1 57
15 0 53
15 1 45
16 0 40
16 1 57
17 0 47
17 1 40
18 0 38
18 1 28
19 0 2
19 1 59
20 0 54
20 1 12
21 0 15
21 1 44
22 0 50
22 1 1
23 0 17
23 1 41
24 0 38
24 1 46
25 0 52
25 1 31
26 0 1
26 1 52
27 0 41
27 1 23
28 0 11
28 1 44
29 0 44
29 1 41
30 0 34
30 1 23
31 0 33
31 1 6
32 0 36
32 1 14
33 0 59
33 1 40
34 0 49
34 1 56
35 0 43
35 1 11
36 0 2
36 1 35
37 0 25
37 1 38
38 0 2
38 1 31
39 0 51
39 1 50
40 0 22
40 1 39
41 0 9
41 1 22
42 0 40
42 1 33
43 0 25
43 1 44
44 0 56
44 1 13
45 0 26
45 1 21
46 0 44
46 1 39
47 0 57
47 1 34
48 0 6
48 1 34
49 0 42
49 1 11
50 0 18
50 1 19
51 0 21
51 1 34
52 0 54
52 1 19
53 0 24
53 1 44
54 0 31
54 1 59
55 0 24
55 1 10
56 0 26
56 1 6
57 0 50
57 1 38
58 0 48
58 1 33
59 0 49
59 1 16
