Machine650
60 2
0 0 19
0 1 58
1 0 36
1 1 34
2 0 6
2 1 52
3 0 15
3 1 24
4 0 43
4 1 11
5 0 20
5 1 48
6 0 6
6 1 23
7 0 6
7 1 12
8 0 36
8 1 28
9 0 53
9 1 54
10 0 20
10 1 15
11 0 30
11 1 22
12 0 28
12 1 59
13 0 56
13 1 8
14 0 44
14 1 12
15 0 46
15 1 49
16 0 55
16 1 15
17 0 5
17 1 24
18 0 15
18 1 20
19 0 20
19 1 3
20 0 54
20 1 47
21 0 3
21 1 49
22 0 31
22 1 16
23 0 36
23 1 56
24 0 54
24 1 46
25 0 44
25 1 31
26 0 28
26 1 11
27 0 26
27 1 38
28 0 26
28 1 22
29 0 57
29 1 47
30 0 47
30 1 56
31 0 0
31 1 30
32 0 12
32 1 0
33 0 20
33 1 27
34 0 21
34 1 20
35 0 11
35 1 25
36 0 49
36 1 24
37 0 24
37 1 34
38 0 23
38 1 52
39 0 10
39 1 55
40 0 0
40 1 44
41 0 19
41 1 7
42 0 59
42 1 20
43 0 6
43 1 31
44 0 34
44 1 18
45 0 40
45 1 50
46 0 38
46 1 46
47 0 4
47 1 13
48 0 58
48 1 53
49 0 34
49 1 34
50 0 30
50 1 49
51 0 45
51 1 48
52 0 35
52 1 48
53 0 24
53 1 21
54 0 34
54 1 33
55 0 4
55 1 23
56 0 53
56 1 35
57 0 2
57 1 21
58 0 17
58 1 34
59 0 4
59 1 26
