Machine857
60 2
0 0 28
0 1 47
1 0 57
1 1 12
2 0 59
2 1 22
3 0 48
3 1 18
4 0 54
4 1 1
5 0 58
5 1 46
6 0 28
6 1 45
7 0 23
7 1 59
8 0 16
8 1 33
9 0 33
9 1 53
10 0 15
10 1 15
11 0 16
11 1 42
12 0 34
12 1 21
13 0 53
13 1 28
14 0 40
14 1 20
15 0 26
15 1 40
16 0 34
16 1 35
17 0 44
17 1 37
18 0 11
18 1 46
19 0 4
19 1 12
20 0 2
20 1 12
21 0 5
21 1 35
22 0 13
22 1 36
23 0 30
23 1 59
24 0 48
24 1 52
25 0 50
25 1 14
26 0 20
26 1 52
27 0 57
27 1 53
28 0 18
28 1 16
29 0 15
29 1 50
30 0 1
30 1 48
31 0 57
31 1 32
32 0 27
32 1 1
33 0 34
33 1 5
34 0 30
34 1 20
35 0 10
35 1 43
36 0 6
36 1 2
37 0 39
37 1 29
38 0 35
38 1 9
39 0 21
39 1 15
40 0 0
40 1 48
41 0 17
41 1 37
42 0 42
42 1 2
43 0 11
43 1 22
44 0 48
44 1 55
45 0 29
45 1 22
46 0 56
46 1 20
47 0 33
47 1 19
48 0 15
48 1 56
49 0 55
49 1 56
50 0 19
50 1 52
51 0 55
51 1 43
52 0 42
52 1 27
53 0 6
53 1 36
54 0 48
54 1 42
55 0 32
55 1 43
56 0 32
56 1 19
57 0 24
57 1 7
58 0 28
58 1 30
59 0 17
59 1 0
