Machine900
60 2
0 0 14
0 1 0
1 0 22
1 1 2
2 0 57
2 1 18
3 0 44
3 1 53
4 0 43
4 1 38
5 0 23
5 1 37
6 0 55
6 1 20
7 0 25
7 1 25
8 0 16
8 1 57
9 0 19
9 1 17
10 0 20
10 1 6
11 0 40
11 1 31
12 0 9
12 1 17
13 0 31
13 1 0
14 0 47
14 1 4
15 0 41
15 1 27
16 0 25
16 1 17
17 0 56
17 1 57
18 0 17
18 1 9
19 0 9
19 1 45
20 0 7
20 1 40
21 0 13
21 1 32
22 0 50
22 1 29
23 0 2
23 1 48
24 0 8
24 1 55
25 0 54
25 1 18
26 0 17
26 1 16
27 0 6
27 1 59
28 0 33
28 1 5
29 0 36
29 1 12
30 0 0
30 1 12
31 0 41
31 1 28
32 0 2
32 1 3
33 0 9
33 1 13
34 0 10
34 1 20
35 0 24
35 1 7
36 0 57
36 1 2
37 0 34
37 1 0
38 0 28
38 1 4
39 0 6
39 1 57
40 0 6
40 1 43
41 0 33
41 1 37
42 0 0
42 1 52
43 0 27
43 1 59
44 0 16
44 1 4
45 0 34
45 1 52
46 0 42
46 1 19
47 0 28
47 1 16
48 0 21
48 1 4
49 0 42
49 1 11
50 0 18
50 1 36
51 0 12
51 1 13
52 0 31
52 1 41
53 0 26
53 1 1
54 0 20
54 1 40
55 0 37
55 1 48
56 0 59
56 1 38
57 0 32
57 1 6
58 0 49
58 1 23
59 0 14
59 1 53
