Machine631
60 2
0 0 55
0 1 10
1 0 45
1 1 15
2 0 31
2 1 27
3 0 3
3 1 8
4 0 26
4 1 29
5 0 37
5 1 15
6 0 13
6 1 26
7 0 28
7 1 15
8 0 39
8 1 15
9 0 24
9 1 45
10 0 31
10 1 40
11 0 23
11 1 9
12 0 31
12 1 53
13 0 1
13 1 29
14 0 44
14 1 1
15 0 51
15 1 42
16 0 21
16 1 54
17 0 26
17 1 16
18 0 21
18 1 10
19 0 31
19 1 14
20 0 53
20 1 50
21 0 53
21 1 45
22 0 29
22 1 52
23 0 57
23 1 32
24 0 43
24 1 46
25 0 3
25 1 38
26 0 29
26 1 40
27 0 5
27 1 29
28 0 43
28 1 56
29 0 7
29 1 56
30 0 46
30 1 38
31 0 35
31 1 7
32 0 14
32 1 6
33 0 27
33 1 27
34 0 57
34 1 0
35 0 8
35 1 48
36 0 34
36 1 24
37 0 14
37 1 50
38 0 55
38 1 17
39 0 8
39 1 2
40 0 36
40 1 55
41 0 40
41 1 28
42 0 30
42 1 46
43 0 7
43 1 40
44 0 58
44 1 32
45 0 4
45 1 52
46 0 17
46 1 14
47 0 57
47 1 36
48 0 41
48 1 13
49 0 7
49 1 15
50 0 47
50 1 45
51 0 29
51 1 19
52 0 3
52 1 18
53 0 34
53 1 12
54 0 25
54 1 20
55 0 27
55 1 3
56 0 10
56 1 53
57 0 43
57 1 10
58 0 46
58 1 24
59 0 55
59 1 17
