Machine813
60 2
0 0 20
0 1 6
1 0 34
1 1 13
2 0 39
2 1 35
3 0 11
3 1 37
4 0 21
4 1 55
5 0 22
5 1 5
6 0 5
6 1 37
7 0 55
7 1 43
8 0 35
8 1 4
9 0 14
9 1 0
10 0 2
10 1 43
11 0 12
11 1 56
12 0 52
12 1 9
13 0 19
13 1 26
14 0 15
14 1 22
15 0 37
15 1 2
16 0 57
16 1 30
17 0 40
17 1 56
18 0 58
18 1 1
19 0 8
19 1 12
20 0 43
20 1 34
21 0 49
21 1 12
22 0 24
22 1 47
23 0 50
23 1 40
24 0 58
24 1 1
25 0 36
25 1 11
26 0 25
26 1 52
27 0 54
27 1 22
28 0 6
28 1 59
29 0 15
29 1 14
30 0 3
30 1 20
31 0 54
31 1 17
32 0 17
32 1 43
33 0 54
33 1 7
34 0 13
34 1 3
35 0 39
35 1 1
36 0 39
36 1 32
37 0 15
37 1 37
38 0 27
38 1 30
39 0 54
39 1 43
40 0 59
40 1 37
41 0 14
41 1 46
42 0 23
42 1 32
43 0 49
43 1 34
44 0 20
44 1 21
45 0 36
45 1 36
46 0 14
46 1 19
47 0 51
47 1 49
48 0 42
48 1 58
49 0 26
49 1 12
50 0 20
50 1 47
51 0 58
51 1 17
52 0 38
52 1 54
53 0 50
53 1 27
54 0 18
54 1 7
55 0 41
55 1 29
56 0 43
56 1 14
57 0 23
57 1 28
58 0 29
58 1 24
59 0 54
59 1 58
