Machine661
60 2
0 0 45
0 1 39
1 0 40
1 1 5
2 0 59
2 1 7
3 0 2
3 1 18
4 0 9
4 1 55
5 0 36
5 1 34
6 0 11
6 1 17
7 0 35
7 1 50
8 0 43
8 1 34
9 0 28
9 1 10
10 0 58
10 1 13
11 0 45
11 1 13
12 0 45
12 1 10
13 0 44
13 1 46
14 0 35
14 1 21
15 0 48
15 1 6
16 0 30
16 1 18
17 0 29
17 1 27
18 0 7
18 1 0
19 0 44
19 1 12
20 0 54
20 1 19
21 0 46
21 1 30
22 0 30
22 1 29
23 0 11
23 1 12
24 0 49
24 1 16
25 0 48
25 1 52
26 0 49
26 1 22
27 0 16
27 1 50
28 0 18
28 1 48
29 0 9
29 1 34
30 0 52
30 1 21
31 0 22
31 1 23
32 0 5
32 1 51
33 0 54
33 1 5
34 0 28
34 1 7
35 0 28
35 1 12
36 0 2
36 1 2
37 0 45
37 1 27
38 0 16
38 1 31
39 0 9
39 1 23
40 0 1
40 1 45
41 0 7
41 1 37
42 0 40
42 1 55
43 0 33
43 1 42
44 0 20
44 1 6
45 0 16
45 1 38
46 0 55
46 1 30
47 0 34
47 1 37
48 0 23
48 1 29
49 0 59
49 1 4
50 0 30
50 1 10
51 0 22
51 1 59
52 0 30
52 1 22
53 0 20
53 1 50
54 0 34
54 1 10
55 0 49
55 1 33
56 0 51
56 1 37
57 0 15
57 1 28
58 0 39
58 1 28
59 0 7
59 1 8
