Machine760
60 2
0 0 4
0 1 4
1 0 36
1 1 28
2 0 6
2 1 14
3 0 38
3 1 46
4 0 1
4 1 53
5 0 3
5 1 53
6 0 25
6 1 1
7 0 22
7 1 37
8 0 8
8 1 9
9 0 52
9 1 7
10 0 28
10 1 21
11 0 25
11 1 32
12 0 43
12 1 49
13 0 20
13 1 35
14 0 50
14 1 30
15 0 9
15 1 16
16 0 52
16 1 2
17 0 11
17 1 1
18 0 26
18 1 47
19 0 50
19 1 56
20 0 29
20 1 46
21 0 16
21 1 41
22 0 32
22 1 56
23 0 55
23 1 48
24 0 14
24 1 20
25 0 17
25 1 31
26 0 37
26 1 47
27 0 34
27 1 22
28 0 0
28 1 28
29 0 20
29 1 53
30 0 52
30 1 59
31 0 57
31 1 25
32 0 33
32 1 33
33 0 39
33 1 42
34 0 47
34 1 23
35 0 33
35 1 34
36 0 43
36 1 10
37 0 6
37 1 39
38 0 49
38 1 57
39 0 34
39 1 21
40 0 12
40 1 16
41 0 48
41 1 36
42 0 16
42 1 24
43 0 39
43 1 52
44 0 50
44 1 36
45 0 28
45 1 53
46 0 40
46 1 7
47 0 35
47 1 3
48 0 15
48 1 57
49 0 5
49 1 12
50 0 0
50 1 18
51 0 33
51 1 34
52 0 4
52 1 17
53 0 35
53 1 18
54 0 48
54 1 58
55 0 24
55 1 41
56 0 52
56 1 4
57 0 39
57 1 38
58 0 9
58 1 54
59 0 41
59 1 14
