Machine847
60 2
0 0 6
0 1 45
1 0 18
1 1 26
2 0 42
2 1 1
3 0 41
3 1 48
4 0 17
4 1 42
5 0 16
5 1 28
6 0 12
6 1 51
7 0 38
7 1 38
8 0 12
8 1 11
9 0 46
9 1 47
10 0 3
10 1 37
11 0 0
11 1 38
12 0 27
12 1 16
13 0 45
13 1 40
14 0 25
14 1 34
15 0 30
15 1 24
16 0 29
16 1 48
17 0 21
17 1 18
18 0 19
18 1 14
19 0 30
19 1 20
20 0 52
20 1 39
21 0 57
21 1 44
22 0 38
22 1 38
23 0 43
23 1 37
24 0 6
24 1 26
25 0 16
25 1 57
26 0 12
26 1 1
27 0 53
27 1 15
28 0 1
28 1 31
29 0 11
29 1 8
30 0 26
30 1 51
31 0 33
31 1 53
32 0 57
32 1 2
33 0 57
33 1 8
34 0 30
34 1 4
35 0 13
35 1 31
36 0 5
36 1 39
37 0 20
37 1 28
38 0 1
38 1 13
39 0 4
39 1 9
40 0 31
40 1 55
41 0 58
41 1 40
42 0 26
42 1 43
43 0 47
43 1 43
44 0 47
44 1 43
45 0 8
45 1 10
46 0 31
46 1 13
47 0 24
47 1 49
48 0 9
48 1 42
49 0 23
49 1 4
50 0 8
50 1 35
51 0 47
51 1 25
52 0 53
52 1 44
53 0 56
53 1 37
54 0 4
54 1 19
55 0 17
55 1 35
56 0 1
56 1 24
57 0 10
57 1 41
58 0 6
58 1 12
59 0 24
59 1 31
