Machine649
60 2
0 0 45
0 1 3
1 0 40
1 1 39
2 0 24
2 1 4
3 0 35
3 1 48
4 0 39
4 1 46
5 0 40
5 1 31
6 0 53
6 1 15
7 0 6
7 1 2
8 0 33
8 1 31
9 0 2
9 1 30
10 0 45
10 1 1
11 0 4
11 1 28
12 0 27
12 1 35
13 0 15
13 1 25
14 0 35
14 1 42
15 0 13
15 1 50
16 0 53
16 1 0
17 0 42
17 1 28
18 0 9
18 1 16
19 0 59
19 1 3
20 0 30
20 1 27
21 0 6
21 1 28
22 0 20
22 1 52
23 0 34
23 1 33
24 0 59
24 1 12
25 0 1
25 1 46
26 0 38
26 1 35
27 0 38
27 1 22
28 0 59
28 1 19
29 0 36
29 1 53
30 0 21
30 1 48
31 0 50
31 1 47
32 0 57
32 1 0
33 0 21
33 1 40
34 0 9
34 1 28
35 0 37
35 1 52
36 0 13
36 1 58
37 0 30
37 1 8
38 0 4
38 1 16
39 0 16
39 1 29
40 0 11
40 1 12
41 0 35
41 1 37
42 0 40
42 1 10
43 0 40
43 1 51
44 0 56
44 1 44
45 0 8
45 1 33
46 0 21
46 1 4
47 0 19
47 1 1
48 0 46
48 1 3
49 0 1
49 1 23
50 0 22
50 1 21
51 0 51
51 1 21
52 0 50
52 1 45
53 0 18
53 1 55
54 0 41
54 1 37
55 0 46
55 1 43
56 0 30
56 1 1
57 0 40
57 1 38
58 0 2
58 1 43
59 0 9
59 1 39
