Machine841
60 2
0 0 26
0 1 3
1 0 7
1 1 59
2 0 3
2 1 38
3 0 30
3 1 23
4 0 3
4 1 2
5 0 36
5 1 42
6 0 17
6 1 31
7 0 58
7 1 47
8 0 48
8 1 31
9 0 5
9 1 21
10 0 32
10 1 2
11 0 10
11 1 52
12 0 6
12 1 43
13 0 53
13 1 15
14 0 55
14 1 2
15 0 48
15 1 48
16 0 18
16 1 53
17 0 15
17 1 19
18 0 27
18 1 36
19 0 11
19 1 55
20 0 51
20 1 48
21 0 44
21 1 31
22 0 33
22 1 16
23 0 58
23 1 57
24 0 28
24 1 19
25 0 31
25 1 9
26 0 42
26 1 49
27 0 38
27 1 52
28 0 46
28 1 36
29 0 47
29 1 0
30 0 14
30 1 51
31 0 41
31 1 4
32 0 9
32 1 29
33 0 11
33 1 34
34 0 19
34 1 37
35 0 9
35 1 53
36 0 24
36 1 17
37 0 41
37 1 21
38 0 22
38 1 41
39 0 8
39 1 23
40 0 33
40 1 43
41 0 24
41 1 58
42 0 36
42 1 24
43 0 1
43 1 41
44 0 0
44 1 11
45 0 6
45 1 47
46 0 8
46 1 36
47 0 1
47 1 35
48 0 50
48 1 2
49 0 28
49 1 44
50 0 28
50 1 19
51 0 37
51 1 20
52 0 30
52 1 50
53 0 35
53 1 11
54 0 49
54 1 15
55 0 6
55 1 43
56 0 17
56 1 49
57 0 52
57 1 53
58 0 21
58 1 52
59 0 54
59 1 35
