Machine745
60 2
0 0 0
0 1 37
1 0 44
1 1 10
2 0 40
2 1 31
3 0 21
3 1 38
4 0 52
4 1 0
5 0 17
5 1 29
6 0 11
6 1 23
7 0 40
7 1 18
8 0 36
8 1 14
9 0 15
9 1 59
10 0 8
10 1 5
11 0 18
11 1 29
12 0 24
12 1 38
13 0 11
13 1 30
14 0 2
14 1 18
15 0 9
15 1 22
16 0 6
16 1 56
17 0 19
17 1 5
18 0 55
18 1 46
19 0 48
19 1 8
20 0 52
20 1 28
21 0 4
21 1 36
22 0 8
22 1 45
23 0 42
23 1 51
24 0 20
24 1 36
25 0 48
25 1 42
26 0 38
26 1 42
27 0 26
27 1 37
28 0 7
28 1 17
29 0 37
29 1 57
30 0 13
30 1 13
31 0 12
31 1 43
32 0 37
32 1 35
33 0 45
33 1 38
34 0 56
34 1 59
35 0 44
35 1 3
36 0 12
36 1 50
37 0 24
37 1 6
38 0 11
38 1 24
39 0 19
39 1 29
40 0 31
40 1 38
41 0 59
41 1 43
42 0 44
42 1 27
43 0 13
43 1 27
44 0 1
44 1 52
45 0 47
45 1 19
46 0 21
46 1 55
47 0 42
47 1 4
48 0 18
48 1 10
49 0 14
49 1 20
50 0 38
50 1 52
51 0 2
51 1 16
52 0 12
52 1 25
53 0 35
53 1 42
54 0 14
54 1 1
55 0 25
55 1 54
56 0 44
56 1 29
57 0 1
57 1 48
58 0 1
58 1 43
59 0 53
59 1 25
