Machine853
60 2
0 0 52
0 1 14
1 0 5
1 1 24
2 0 38
2 1 4
3 0 29
3 1 30
4 0 42
4 1 44
5 0 34
5 1 38
6 0 34
6 1 40
7 0 22
7 1 39
8 0 48
8 1 41
9 0 0
9 1 0
10 0 15
10 1 22
11 0 35
11 1 44
12 0 25
12 1 27
13 0 47
13 1 41
14 0 39
14 1 45
15 0 54
15 1 49
16 0 49
16 1 7
17 0 34
17 1 8
18 0 55
18 1 55
19 0 57
19 1 2
20 0 26
20 1 50
21 0 23
21 1 5
22 0 48
22 1 36
23 0 28
23 1 46
24 0 5
24 1 44
25 0 0
25 1 42
26 0 28
26 1 36
27 0 27
27 1 39
28 0 28
28 1 46
29 0 26
29 1 54
30 0 16
30 1 10
31 0 41
31 1 19
32 0 19
32 1 56
33 0 18
33 1 6
34 0 59
34 1 44
35 0 27
35 1 59
36 0 14
36 1 10
37 0 41
37 1 29
38 0 12
38 1 17
39 0 38
39 1 9
40 0 57
40 1 53
41 0 44
41 1 35
42 0 3
42 1 1
43 0 55
43 1 16
44 0 57
44 1 23
45 0 9
45 1 47
46 0 53
46 1 1
47 0 45
47 1 22
48 0 57
48 1 57
49 0 51
49 1 2
50 0 26
50 1 30
51 0 47
51 1 56
52 0 18
52 1 24
53 0 20
53 1 30
54 0 45
54 1 9
55 0 53
55 1 50
56 0 46
56 1 41
57 0 17
57 1 41
58 0 53
58 1 2
59 0 35
59 1 42
