Machine793
60 2
0 0 16
0 1 31
1 0 48
1 1 50
2 0 1
2 1 0
3 0 15
3 1 17
4 0 23
4 1 30
5 0 19
5 1 24
6 0 15
6 1 16
7 0 15
7 1 26
8 0 39
8 1 56
9 0 10
9 1 39
10 0 3
10 1 55
11 0 15
11 1 51
12 0 36
12 1 4
13 0 16
13 1 19
14 0 32
14 1 42
15 0 10
15 1 37
16 0 7
16 1 45
17 0 3
17 1 11
18 0 29
18 1 48
19 0 14
19 1 33
20 0 1
20 1 51
21 0 14
21 1 19
22 0 14
22 1 2
23 0 42
23 1 40
24 0 53
24 1 47
25 0 14
25 1 36
26 0 30
26 1 38
27 0 33
27 1 41
28 0 10
28 1 35
29 0 41
29 1 9
30 0 39
30 1 43
31 0 48
31 1 56
32 0 51
32 1 0
33 0 31
33 1 26
34 0 36
34 1 49
35 0 39
35 1 29
36 0 1
36 1 2
37 0 55
37 1 59
38 0 17
38 1 3
39 0 31
39 1 6
40 0 16
40 1 49
41 0 56
41 1 47
42 0 34
42 1 19
43 0 34
43 1 13
44 0 51
44 1 38
45 0 39
45 1 45
46 0 58
46 1 36
47 0 12
47 1 45
48 0 40
48 1 39
49 0 33
49 1 0
50 0 50
50 1 44
51 0 25
51 1 24
52 0 56
52 1 43
53 0 36
53 1 13
54 0 59
54 1 26
55 0 20
55 1 54
56 0 51
56 1 16
57 0 14
57 1 33
58 0 41
58 1 39
59 0 18
59 1 22
