Machine663
60 2
0 0 11
0 1 28
1 0 14
1 1 20
2 0 12
2 1 56
3 0 17
3 1 24
4 0 26
4 1 48
5 0 18
5 1 53
6 0 35
6 1 48
7 0 28
7 1 26
8 0 20
8 1 56
9 0 58
9 1 49
10 0 45
10 1 23
11 0 14
11 1 32
12 0 13
12 1 30
13 0 40
13 1 25
14 0 16
14 1 47
15 0 42
15 1 35
16 0 18
16 1 50
17 0 45
17 1 9
18 0 37
18 1 33
19 0 49
19 1 5
20 0 54
20 1 59
21 0 7
21 1 12
22 0 8
22 1 51
23 0 49
23 1 42
24 0 35
24 1 55
25 0 2
25 1 22
26 0 0
26 1 47
27 0 2
27 1 10
28 0 11
28 1 1
29 0 10
29 1 37
30 0 13
30 1 56
31 0 1
31 1 25
32 0 30
32 1 0
33 0 34
33 1 38
34 0 8
34 1 29
35 0 22
35 1 42
36 0 0
36 1 33
37 0 15
37 1 27
38 0 9
38 1 2
39 0 15
39 1 35
40 0 11
40 1 39
41 0 25
41 1 48
42 0 54
42 1 5
43 0 23
43 1 35
44 0 5
44 1 51
45 0 46
45 1 0
46 0 26
46 1 50
47 0 32
47 1 56
48 0 29
48 1 48
49 0 20
49 1 57
50 0 27
50 1 29
51 0 25
51 1 25
52 0 20
52 1 22
53 0 3
53 1 47
54 0 55
54 1 6
55 0 0
55 1 36
56 0 31
56 1 27
57 0 43
57 1 46
58 0 56
58 1 18
59 0 24
59 1 51
