Machine715
60 2
0 0 19
0 1 8
1 0 1
1 1 33
2 0 54
2 1 59
3 0 7
3 1 30
4 0 34
4 1 52
5 0 39
5 1 49
6 0 30
6 1 16
7 0 55
7 1 57
8 0 50
8 1 5
9 0 35
9 1 50
10 0 10
10 1 40
11 0 45
11 1 43
12 0 27
12 1 45
13 0 38
13 1 36
14 0 19
14 1 57
15 0 23
15 1 4
16 0 2
16 1 0
17 0 10
17 1 57
18 0 0
18 1 23
19 0 16
19 1 3
20 0 7
20 1 25
21 0 52
21 1 57
22 0 15
22 1 30
23 0 16
23 1 18
24 0 9
24 1 49
25 0 2
25 1 44
26 0 5
26 1 59
27 0 51
27 1 25
28 0 56
28 1 43
29 0 28
29 1 46
30 0 23
30 1 16
31 0 35
31 1 14
32 0 29
32 1 2
33 0 56
33 1 59
34 0 12
34 1 42
35 0 50
35 1 35
36 0 51
36 1 19
37 0 49
37 1 5
38 0 3
38 1 21
39 0 38
39 1 3
40 0 32
40 1 31
41 0 45
41 1 38
42 0 30
42 1 41
43 0 12
43 1 22
44 0 48
44 1 27
45 0 29
45 1 23
46 0 29
46 1 28
47 0 50
47 1 23
48 0 18
48 1 48
49 0 33
49 1 20
50 0 19
50 1 8
51 0 58
51 1 1
52 0 46
52 1 19
53 0 59
53 1 50
54 0 30
54 1 44
55 0 35
55 1 37
56 0 19
56 1 6
57 0 11
57 1 29
58 0 1
58 1 50
59 0 46
59 1 58
