Machine872
60 2
0 0 31
0 1 27
1 0 57
1 1 49
2 0 48
2 1 42
3 0 37
3 1 59
4 0 40
4 1 28
5 0 21
5 1 3
6 0 11
6 1 6
7 0 1
7 1 38
8 0 56
8 1 23
9 0 31
9 1 30
10 0 0
10 1 49
11 0 14
11 1 24
12 0 35
12 1 36
13 0 11
13 1 14
14 0 44
14 1 3
15 0 11
15 1 38
16 0 45
16 1 47
17 0 15
17 1 57
18 0 57
18 1 43
19 0 54
19 1 27
20 0 12
20 1 7
21 0 16
21 1 31
22 0 48
22 1 10
23 0 20
23 1 36
24 0 25
24 1 26
25 0 8
25 1 24
26 0 27
26 1 5
27 0 18
27 1 42
28 0 15
28 1 28
29 0 59
29 1 29
30 0 4
30 1 31
31 0 1
31 1 46
32 0 40
32 1 29
33 0 46
33 1 24
34 0 22
34 1 16
35 0 8
35 1 8
36 0 57
36 1 17
37 0 52
37 1 57
38 0 25
38 1 46
39 0 10
39 1 49
40 0 31
40 1 25
41 0 28
41 1 21
42 0 7
42 1 33
43 0 35
43 1 35
44 0 7
44 1 42
45 0 56
45 1 56
46 0 15
46 1 9
47 0 41
47 1 31
48 0 40
48 1 48
49 0 40
49 1 28
50 0 54
50 1 52
51 0 25
51 1 42
52 0 53
52 1 56
53 0 30
53 1 46
54 0 39
54 1 47
55 0 54
55 1 36
56 0 28
56 1 56
57 0 46
57 1 37
58 0 21
58 1 27
59 0 32
59 1 20
