Machine742
60 2
0 0 49
0 1 50
1 0 30
1 1 39
2 0 28
2 1 21
3 0 10
3 1 27
4 0 17
4 1 11
5 0 8
5 1 52
6 0 43
6 1 20
7 0 7
7 1 26
8 0 50
8 1 41
9 0 10
9 1 45
10 0 56
10 1 27
11 0 36
11 1 50
12 0 5
12 1 49
13 0 23
13 1 18
14 0 53
14 1 24
15 0 37
15 1 53
16 0 11
16 1 48
17 0 9
17 1 53
18 0 10
18 1 52
19 0 14
19 1 34
20 0 53
20 1 58
21 0 26
21 1 44
22 0 51
22 1 58
23 0 49
23 1 30
24 0 27
24 1 17
25 0 6
25 1 15
26 0 34
26 1 37
27 0 39
27 1 2
28 0 11
28 1 7
29 0 22
29 1 28
30 0 40
30 1 33
31 0 12
31 1 18
32 0 32
32 1 54
33 0 6
33 1 58
34 0 45
34 1 58
35 0 0
35 1 54
36 0 3
36 1 9
37 0 40
37 1 40
38 0 48
38 1 50
39 0 49
39 1 30
40 0 51
40 1 29
41 0 38
41 1 9
42 0 0
42 1 44
43 0 21
43 1 19
44 0 56
44 1 7
45 0 2
45 1 19
46 0 0
46 1 36
47 0 14
47 1 55
48 0 16
48 1 59
49 0 45
49 1 6
50 0 39
50 1 19
51 0 1
51 1 6
52 0 3
52 1 12
53 0 56
53 1 16
54 0 16
54 1 0
55 0 16
55 1 57
56 0 19
56 1 24
57 0 9
57 1 27
58 0 4
58 1 1
59 0 22
59 1 11
