Machine784
60 2
0 0 56
0 1 52
1 0 50
1 1 50
2 0 55
2 1 58
3 0 0
3 1 31
4 0 42
4 1 44
5 0 48
5 1 50
6 0 33
6 1 41
7 0 16
7 1 12
8 0 59
8 1 52
9 0 43
9 1 48
10 0 50
10 1 5
11 0 14
11 1 25
12 0 57
12 1 42
13 0 52
13 1 18
14 0 38
14 1 51
15 0 27
15 1 42
16 0 41
16 1 20
17 0 50
17 1 8
18 0 26
18 1 32
19 0 17
19 1 44
20 0 42
20 1 33
21 0 18
21 1 38
22 0 32
22 1 12
23 0 21
23 1 27
24 0 23
24 1 51
25 0 16
25 1 36
26 0 0
26 1 24
27 0 3
27 1 52
28 0 38
28 1 47
29 0 21
29 1 16
30 0 14
30 1 43
31 0 57
31 1 24
32 0 6
32 1 43
33 0 9
33 1 28
34 0 33
34 1 3
35 0 55
35 1 40
36 0 39
36 1 49
37 0 13
37 1 54
38 0 11
38 1 48
39 0 39
39 1 42
40 0 32
40 1 7
41 0 35
41 1 9
42 0 31
42 1 50
43 0 7
43 1 30
44 0 10
44 1 42
45 0 3
45 1 45
46 0 51
46 1 51
47 0 22
47 1 10
48 0 39
48 1 16
49 0 47
49 1 34
50 0 21
50 1 43
51 0 49
51 1 12
52 0 19
52 1 21
53 0 7
53 1 1
54 0 3
54 1 17
55 0 1
55 1 53
56 0 31
56 1 18
57 0 51
57 1 6
58 0 56
58 1 15
59 0 47
59 1 13
