Machine744
60 2
0 0 59
0 1 41
1 0 5
1 1 17
2 0 8
2 1 3
3 0 53
3 1 32
4 0 8
4 1 35
5 0 31
5 1 55
6 0 33
6 1 7
7 0 39
7 1 26
8 0 9
8 1 49
9 0 43
9 1 44
10 0 18
10 1 55
11 0 58
11 1 39
12 0 39
12 1 1
13 0 16
13 1 30
14 0 36
14 1 57
15 0 39
15 1 35
16 0 23
16 1 19
17 0 25
17 1 53
18 0 53
18 1 41
19 0 21
19 1 40
20 0 57
20 1 11
21 0 48
21 1 16
22 0 19
22 1 54
23 0 28
23 1 38
24 0 57
24 1 54
25 0 55
25 1 24
26 0 43
26 1 25
27 0 49
27 1 49
28 0 33
28 1 39
29 0 37
29 1 14
30 0 34
30 1 29
31 0 32
31 1 22
32 0 8
32 1 30
33 0 16
33 1 11
34 0 7
34 1 25
35 0 36
35 1 38
36 0 31
36 1 57
37 0 6
37 1 20
38 0 50
38 1 12
39 0 46
39 1 8
40 0 8
40 1 52
41 0 11
41 1 2
42 0 23
42 1 9
43 0 47
43 1 57
44 0 50
44 1 48
45 0 55
45 1 18
46 0 50
46 1 20
47 0 19
47 1 8
48 0 40
48 1 11
49 0 26
49 1 8
50 0 57
50 1 27
51 0 8
51 1 0
52 0 37
52 1 53
53 0 11
53 1 57
54 0 30
54 1 0
55 0 26
55 1 59
56 0 58
56 1 28
57 0 44
57 1 47
58 0 20
58 1 32
59 0 5
59 1 43
