Machine766
60 2
0 0 20
0 1 10
1 0 11
1 1 10
2 0 24
2 1 57
3 0 49
3 1 0
4 0 29
4 1 57
5 0 32
5 1 6
6 0 57
6 1 26
7 0 5
7 1 3
8 0 51
8 1 57
9 0 4
9 1 16
10 0 41
10 1 29
11 0 37
11 1 17
12 0 55
12 1 52
13 0 0
13 1 59
14 0 0
14 1 46
15 0 32
15 1 42
16 0 10
16 1 57
17 0 48
17 1 4
18 0 9
18 1 32
19 0 12
19 1 45
20 0 6
20 1 21
21 0 53
21 1 59
22 0 14
22 1 59
23 0 3
23 1 3
24 0 38
24 1 18
25 0 49
25 1 34
26 0 52
26 1 24
27 0 42
27 1 57
28 0 5
28 1 23
29 0 23
29 1 2
30 0 35
30 1 41
31 0 23
31 1 46
32 0 13
32 1 46
33 0 52
33 1 53
34 0 15
34 1 0
35 0 20
35 1 41
36 0 8
36 1 31
37 0 57
37 1 56
38 0 36
38 1 57
39 0 38
39 1 44
40 0 57
40 1 59
41 0 7
41 1 6
42 0 46
42 1 21
43 0 44
43 1 44
44 0 6
44 1 10
45 0 10
45 1 6
46 0 58
46 1 49
47 0 7
47 1 42
48 0 1
48 1 16
49 0 29
49 1 36
50 0 12
50 1 20
51 0 8
51 1 33
52 0 34
52 1 28
53 0 11
53 1 29
54 0 19
54 1 44
55 0 34
55 1 45
56 0 46
56 1 6
57 0 1
57 1 4
58 0 45
58 1 51
59 0 26
59 1 47
