Machine855
60 2
0 0 0
0 1 37
1 0 16
1 1 23
2 0 34
2 1 36
3 0 25
3 1 43
4 0 49
4 1 44
5 0 9
5 1 8
6 0 38
6 1 58
7 0 1
7 1 23
8 0 29
8 1 44
9 0 45
9 1 20
10 0 17
10 1 43
11 0 51
11 1 37
12 0 37
12 1 25
13 0 3
13 1 36
14 0 25
14 1 46
15 0 42
15 1 44
16 0 27
16 1 42
17 0 39
17 1 20
18 0 32
18 1 55
19 0 59
19 1 0
20 0 53
20 1 55
21 0 5
21 1 37
22 0 29
22 1 11
23 0 32
23 1 37
24 0 15
24 1 20
25 0 32
25 1 10
26 0 19
26 1 51
27 0 46
27 1 33
28 0 41
28 1 37
29 0 46
29 1 14
30 0 46
30 1 29
31 0 33
31 1 54
32 0 49
32 1 53
33 0 57
33 1 31
34 0 52
34 1 34
35 0 5
35 1 38
36 0 25
36 1 45
37 0 49
37 1 35
38 0 48
38 1 59
39 0 3
39 1 55
40 0 25
40 1 7
41 0 46
41 1 33
42 0 7
42 1 4
43 0 43
43 1 58
44 0 32
44 1 17
45 0 42
45 1 2
46 0 19
46 1 14
47 0 42
47 1 49
48 0 41
48 1 30
49 0 55
49 1 58
50 0 45
50 1 32
51 0 0
51 1 53
52 0 32
52 1 49
53 0 41
53 1 18
54 0 50
54 1 35
55 0 59
55 1 46
56 0 26
56 1 19
57 0 59
57 1 1
58 0 39
58 1 31
59 0 48
59 1 3
