Machine739
60 2
0 0 27
0 1 10
1 0 40
1 1 49
2 0 17
2 1 4
3 0 52
3 1 7
4 0 22
4 1 36
5 0 4
5 1 21
6 0 3
6 1 47
7 0 12
7 1 45
8 0 45
8 1 40
9 0 15
9 1 48
10 0 4
10 1 47
11 0 48
11 1 32
12 0 35
12 1 9
13 0 31
13 1 8
14 0 30
14 1 34
15 0 14
15 1 14
16 0 54
16 1 41
17 0 31
17 1 23
18 0 10
18 1 2
19 0 18
19 1 1
20 0 35
20 1 34
21 0 43
21 1 56
22 0 31
22 1 28
23 0 22
23 1 26
24 0 23
24 1 12
25 0 43
25 1 41
26 0 50
26 1 6
27 0 3
27 1 29
28 0 2
28 1 27
29 0 0
29 1 58
30 0 20
30 1 59
31 0 18
31 1 12
32 0 41
32 1 27
33 0 27
33 1 33
34 0 37
34 1 29
35 0 30
35 1 15
36 0 19
36 1 5
37 0 44
37 1 8
38 0 45
38 1 50
39 0 29
39 1 50
40 0 10
40 1 54
41 0 26
41 1 29
42 0 38
42 1 3
43 0 10
43 1 51
44 0 43
44 1 26
45 0 42
45 1 12
46 0 7
46 1 14
47 0 56
47 1 58
48 0 23
48 1 44
49 0 16
49 1 30
50 0 20
50 1 24
51 0 1
51 1 33
52 0 44
52 1 15
53 0 42
53 1 1
54 0 58
54 1 18
55 0 54
55 1 0
56 0 42
56 1 50
57 0 28
57 1 58
58 0 3
58 1 37
59 0 58
59 1 53
