Machine898
60 2
0 0 6
0 1 42
1 0 40
1 1 59
2 0 25
2 1 8
3 0 11
3 1 52
4 0 48
4 1 21
5 0 3
5 1 54
6 0 30
6 1 53
7 0 48
7 1 30
8 0 57
8 1 34
9 0 15
9 1 3
10 0 53
10 1 56
11 0 35
11 1 36
12 0 40
12 1 20
13 0 38
13 1 40
14 0 9
14 1 50
15 0 37
15 1 13
16 0 48
16 1 49
17 0 33
17 1 35
18 0 13
18 1 3
19 0 5
19 1 51
20 0 39
20 1 4
21 0 10
21 1 23
22 0 4
22 1 16
23 0 49
23 1 34
24 0 22
24 1 49
25 0 23
25 1 52
26 0 47
26 1 42
27 0 29
27 1 22
28 0 17
28 1 22
29 0 25
29 1 52
30 0 51
30 1 1
31 0 54
31 1 40
32 0 56
32 1 16
33 0 27
33 1 2
34 0 35
34 1 11
35 0 9
35 1 47
36 0 22
36 1 22
37 0 32
37 1 28
38 0 7
38 1 58
39 0 47
39 1 57
40 0 25
40 1 27
41 0 39
41 1 26
42 0 20
42 1 10
43 0 1
43 1 48
44 0 11
44 1 39
45 0 30
45 1 49
46 0 4
46 1 50
47 0 23
47 1 7
48 0 4
48 1 28
49 0 37
49 1 2
50 0 44
50 1 7
51 0 58
51 1 47
52 0 31
52 1 57
53 0 17
53 1 48
54 0 6
54 1 59
55 0 19
55 1 8
56 0 54
56 1 3
57 0 9
57 1 59
58 0 29
58 1 33
59 0 50
59 1 34
