Machine812
60 2
0 0 21
0 1 29
1 0 12
1 1 32
2 0 40
2 1 31
3 0 25
3 1 3
4 0 5
4 1 46
5 0 57
5 1 2
6 0 0
6 1 5
7 0 37
7 1 43
8 0 59
8 1 51
9 0 43
9 1 54
10 0 10
10 1 42
11 0 19
11 1 29
12 0 38
12 1 42
13 0 18
13 1 34
14 0 34
14 1 51
15 0 50
15 1 28
16 0 34
16 1 57
17 0 24
17 1 22
18 0 37
18 1 9
19 0 36
19 1 47
20 0 59
20 1 52
21 0 32
21 1 20
22 0 26
22 1 17
23 0 5
23 1 1
24 0 2
24 1 4
25 0 22
25 1 48
26 0 47
26 1 52
27 0 24
27 1 44
28 0 57
28 1 49
29 0 59
29 1 14
30 0 31
30 1 41
31 0 12
31 1 24
32 0 29
32 1 48
33 0 38
33 1 23
34 0 42
34 1 56
35 0 6
35 1 5
36 0 38
36 1 37
37 0 48
37 1 28
38 0 13
38 1 36
39 0 16
39 1 38
40 0 24
40 1 37
41 0 35
41 1 3
42 0 59
42 1 19
43 0 28
43 1 20
44 0 35
44 1 23
45 0 25
45 1 58
46 0 36
46 1 24
47 0 25
47 1 46
48 0 13
48 1 52
49 0 29
49 1 28
50 0 55
50 1 2
51 0 8
51 1 56
52 0 1
52 1 16
53 0 23
53 1 34
54 0 14
54 1 55
55 0 6
55 1 5
56 0 2
56 1 40
57 0 20
57 1 0
58 0 56
58 1 46
59 0 49
59 1 37
