Machine614
60 2
0 0 17
0 1 39
1 0 9
1 1 12
2 0 8
2 1 21
3 0 6
3 1 33
4 0 18
4 1 28
5 0 0
5 1 51
6 0 47
6 1 57
7 0 30
7 1 22
8 0 14
8 1 47
9 0 35
9 1 49
10 0 52
10 1 30
11 0 49
11 1 55
12 0 2
12 1 10
13 0 38
13 1 22
14 0 43
14 1 54
15 0 36
15 1 56
16 0 15
16 1 27
17 0 57
17 1 23
18 0 4
18 1 13
19 0 20
19 1 12
20 0 16
20 1 45
21 0 32
21 1 30
22 0 21
22 1 30
23 0 58
23 1 4
24 0 10
24 1 33
25 0 3
25 1 13
26 0 59
26 1 38
27 0 54
27 1 14
28 0 49
28 1 8
29 0 13
29 1 35
30 0 9
30 1 10
31 0 10
31 1 54
32 0 17
32 1 33
33 0 36
33 1 54
34 0 4
34 1 46
35 0 5
35 1 4
36 0 46
36 1 57
37 0 46
37 1 36
38 0 19
38 1 44
39 0 23
39 1 30
40 0 24
40 1 6
41 0 30
41 1 46
42 0 6
42 1 43
43 0 10
43 1 52
44 0 19
44 1 54
45 0 58
45 1 51
46 0 30
46 1 38
47 0 6
47 1 1
48 0 6
48 1 16
49 0 31
49 1 38
50 0 9
50 1 57
51 0 34
51 1 21
52 0 17
52 1 24
53 0 8
53 1 44
54 0 41
54 1 41
55 0 12
55 1 47
56 0 54
56 1 6
57 0 25
57 1 52
58 0 54
58 1 39
59 0 2
59 1 47
