Machine611
60 2
0 0 53
0 1 9
1 0 25
1 1 0
2 0 42
2 1 1
3 0 16
3 1 17
4 0 24
4 1 42
5 0 54
5 1 24
6 0 39
6 1 35
7 0 19
7 1 8
8 0 38
8 1 53
9 0 7
9 1 41
10 0 34
10 1 4
11 0 0
11 1 46
12 0 29
12 1 56
13 0 29
13 1 13
14 0 39
14 1 23
15 0 46
15 1 11
16 0 19
16 1 36
17 0 55
17 1 30
18 0 36
18 1 23
19 0 3
19 1 12
20 0 38
20 1 39
21 0 0
21 1 55
22 0 45
22 1 35
23 0 27
23 1 54
24 0 32
24 1 53
25 0 0
25 1 40
26 0 23
26 1 28
27 0 44
27 1 52
28 0 42
28 1 32
29 0 6
29 1 6
30 0 13
30 1 0
31 0 47
31 1 49
32 0 17
32 1 53
33 0 28
33 1 38
34 0 32
34 1 22
35 0 44
35 1 12
36 0 51
36 1 22
37 0 32
37 1 8
38 0 53
38 1 24
39 0 36
39 1 53
40 0 44
40 1 33
41 0 12
41 1 11
42 0 3
42 1 2
43 0 10
43 1 37
44 0 37
44 1 13
45 0 53
45 1 21
46 0 7
46 1 11
47 0 22
47 1 12
48 0 19
48 1 27
49 0 56
49 1 57
50 0 5
50 1 33
51 0 48
51 1 19
52 0 1
52 1 55
53 0 8
53 1 31
54 0 25
54 1 10
55 0 25
55 1 26
56 0 38
56 1 19
57 0 11
57 1 23
58 0 18
58 1 21
59 0 49
59 1 2
