Machine647
60 2
0 0 39
0 1 8
1 0 7
1 1 50
2 0 29
2 1 28
3 0 43
3 1 23
4 0 38
4 1 0
5 0 22
5 1 49
6 0 9
6 1 9
7 0 24
7 1 52
8 0 46
8 1 39
9 0 13
9 1 54
10 0 56
10 1 22
11 0 9
11 1 38
12 0 14
12 1 49
13 0 30
13 1 13
14 0 56
14 1 12
15 0 29
15 1 11
16 0 58
16 1 26
17 0 10
17 1 53
18 0 59
18 1 47
19 0 43
19 1 25
20 0 19
20 1 7
21 0 43
21 1 21
22 0 29
22 1 53
23 0 18
23 1 50
24 0 19
24 1 45
25 0 41
25 1 48
26 0 15
26 1 37
27 0 33
27 1 42
28 0 5
28 1 13
29 0 53
29 1 10
30 0 30
30 1 59
31 0 37
31 1 24
32 0 25
32 1 15
33 0 29
33 1 22
34 0 31
34 1 41
35 0 53
35 1 50
36 0 10
36 1 35
37 0 23
37 1 28
38 0 21
38 1 14
39 0 58
39 1 39
40 0 32
40 1 7
41 0 36
41 1 22
42 0 28
42 1 21
43 0 33
43 1 56
44 0 14
44 1 49
45 0 48
45 1 45
46 0 16
46 1 8
47 0 56
47 1 30
48 0 53
48 1 2
49 0 36
49 1 12
50 0 22
50 1 13
51 0 11
51 1 16
52 0 27
52 1 1
53 0 27
53 1 40
54 0 34
54 1 31
55 0 39
55 1 25
56 0 50
56 1 24
57 0 1
57 1 39
58 0 5
58 1 36
59 0 11
59 1 2
