Machine721
60 2
0 0 30
0 1 3
1 0 47
1 1 5
2 0 44
2 1 26
3 0 55
3 1 55
4 0 38
4 1 50
5 0 54
5 1 5
6 0 53
6 1 14
7 0 42
7 1 32
8 0 56
8 1 44
9 0 15
9 1 13
10 0 9
10 1 34
11 0 8
11 1 40
12 0 20
12 1 34
13 0 32
13 1 3
14 0 21
14 1 52
15 0 24
15 1 49
16 0 3
16 1 3
17 0 15
17 1 32
18 0 44
18 1 3
19 0 0
19 1 27
20 0 27
20 1 16
21 0 6
21 1 30
22 0 44
22 1 15
23 0 48
23 1 0
24 0 11
24 1 25
25 0 4
25 1 12
26 0 15
26 1 38
27 0 40
27 1 31
28 0 5
28 1 1
29 0 37
29 1 40
30 0 7
30 1 50
31 0 9
31 1 23
32 0 3
32 1 29
33 0 35
33 1 43
34 0 56
34 1 20
35 0 56
35 1 11
36 0 44
36 1 48
37 0 31
37 1 42
38 0 21
38 1 51
39 0 46
39 1 19
40 0 12
40 1 3
41 0 32
41 1 57
42 0 10
42 1 48
43 0 2
43 1 18
44 0 36
44 1 24
45 0 34
45 1 17
46 0 55
46 1 12
47 0 54
47 1 56
48 0 45
48 1 34
49 0 23
49 1 32
50 0 14
50 1 24
51 0 33
51 1 18
52 0 59
52 1 5
53 0 24
53 1 37
54 0 54
54 1 12
55 0 43
55 1 53
56 0 27
56 1 15
57 0 36
57 1 45
58 0 30
58 1 34
59 0 59
59 1 32
