Machine655
60 2
0 0 20
0 1 39
1 0 22
1 1 23
2 0 5
2 1 51
3 0 24
3 1 6
4 0 49
4 1 40
5 0 34
5 1 39
6 0 46
6 1 2
7 0 52
7 1 21
8 0 16
8 1 25
9 0 30
9 1 29
10 0 58
10 1 29
11 0 23
11 1 56
12 0 38
12 1 31
13 0 30
13 1 54
14 0 36
14 1 27
15 0 26
15 1 24
16 0 29
16 1 36
17 0 20
17 1 18
18 0 59
18 1 55
19 0 13
19 1 30
20 0 2
20 1 22
21 0 36
21 1 10
22 0 26
22 1 59
23 0 10
23 1 16
24 0 30
24 1 37
25 0 36
25 1 46
26 0 51
26 1 10
27 0 29
27 1 1
28 0 9
28 1 9
29 0 5
29 1 50
30 0 4
30 1 9
31 0 21
31 1 10
32 0 14
32 1 14
33 0 10
33 1 44
34 0 44
34 1 17
35 0 35
35 1 57
36 0 54
36 1 8
37 0 40
37 1 30
38 0 15
38 1 6
39 0 14
39 1 50
40 0 9
40 1 59
41 0 35
41 1 56
42 0 50
42 1 48
43 0 59
43 1 46
44 0 28
44 1 18
45 0 42
45 1 36
46 0 49
46 1 11
47 0 47
47 1 34
48 0 5
48 1 9
49 0 26
49 1 43
50 0 14
50 1 38
51 0 34
51 1 27
52 0 37
52 1 4
53 0 16
53 1 11
54 0 52
54 1 13
55 0 21
55 1 46
56 0 1
56 1 28
57 0 56
57 1 39
58 0 48
58 1 58
59 0 33
59 1 19
