Machine643
60 2
0 0 15
0 1 11
1 0 18
1 1 46
2 0 41
2 1 23
3 0 55
3 1 46
4 0 40
4 1 46
5 0 10
5 1 27
6 0 23
6 1 22
7 0 57
7 1 22
8 0 3
8 1 45
9 0 24
9 1 54
10 0 55
10 1 54
11 0 45
11 1 50
12 0 51
12 1 21
13 0 17
13 1 30
14 0 58
14 1 19
15 0 34
15 1 57
16 0 36
16 1 39
17 0 41
17 1 42
18 0 22
18 1 34
19 0 43
19 1 41
20 0 58
20 1 55
21 0 48
21 1 59
22 0 20
22 1 34
23 0 28
23 1 26
24 0 24
24 1 41
25 0 38
25 1 18
26 0 54
26 1 46
27 0 42
27 1 0
28 0 2
28 1 51
29 0 2
29 1 51
30 0 5
30 1 38
31 0 6
31 1 23
32 0 6
32 1 15
33 0 14
33 1 10
34 0 21
34 1 46
35 0 34
35 1 35
36 0 11
36 1 11
37 0 19
37 1 58
38 0 24
38 1 12
39 0 24
39 1 45
40 0 11
40 1 13
41 0 58
41 1 18
42 0 24
42 1 46
43 0 47
43 1 50
44 0 36
44 1 23
45 0 59
45 1 44
46 0 45
46 1 15
47 0 47
47 1 53
48 0 18
48 1 50
49 0 53
49 1 53
50 0 35
50 1 38
51 0 49
51 1 24
52 0 41
52 1 3
53 0 47
53 1 44
54 0 8
54 1 7
55 0 26
55 1 36
56 0 44
56 1 45
57 0 21
57 1 39
58 0 50
58 1 52
59 0 21
59 1 10
