Machine851
60 2
0 0 40
0 1 27
1 0 48
1 1 30
2 0 41
2 1 27
3 0 21
3 1 22
4 0 9
4 1 13
5 0 48
5 1 54
6 0 58
6 1 24
7 0 36
7 1 35
8 0 21
8 1 55
9 0 55
9 1 39
10 0 12
10 1 14
11 0 48
11 1 11
12 0 58
12 1 5
13 0 45
13 1 51
14 0 3
14 1 49
15 0 38
15 1 2
16 0 42
16 1 6
17 0 46
17 1 16
18 0 52
18 1 24
19 0 38
19 1 37
20 0 43
20 1 55
21 0 29
21 1 25
22 0 29
22 1 43
23 0 12
23 1 46
24 0 31
24 1 22
25 0 23
25 1 10
26 0 2
26 1 56
27 0 17
27 1 56
28 0 47
28 1 34
29 0 50
29 1 57
30 0 6
30 1 33
31 0 2
31 1 42
32 0 18
32 1 40
33 0 32
33 1 32
34 0 6
34 1 22
35 0 55
35 1 54
36 0 18
36 1 10
37 0 25
37 1 16
38 0 31
38 1 28
39 0 5
39 1 47
40 0 2
40 1 15
41 0 34
41 1 2
42 0 24
42 1 30
43 0 8
43 1 50
44 0 33
44 1 46
45 0 16
45 1 53
46 0 22
46 1 56
47 0 6
47 1 47
48 0 46
48 1 3
49 0 27
49 1 43
50 0 3
50 1 37
51 0 15
51 1 5
52 0 22
52 1 14
53 0 55
53 1 2
54 0 8
54 1 29
55 0 14
55 1 36
56 0 16
56 1 21
57 0 16
57 1 42
58 0 49
58 1 38
59 0 36
59 1 34
