Machine850
60 2
0 0 33
0 1 41
1 0 37
1 1 6
2 0 16
2 1 20
3 0 56
3 1 9
4 0 54
4 1 52
5 0 56
5 1 20
6 0 6
6 1 35
7 0 19
7 1 8
8 0 24
8 1 27
9 0 54
9 1 7
10 0 13
10 1 15
11 0 47
11 1 51
12 0 49
12 1 28
13 0 37
13 1 33
14 0 34
14 1 12
15 0 8
15 1 9
16 0 17
16 1 36
17 0 35
17 1 39
18 0 22
18 1 0
19 0 9
19 1 32
20 0 48
20 1 42
21 0 21
21 1 32
22 0 40
22 1 39
23 0 54
23 1 30
24 0 8
24 1 52
25 0 11
25 1 16
26 0 58
26 1 0
27 0 0
27 1 31
28 0 47
28 1 19
29 0 43
29 1 30
30 0 4
30 1 35
31 0 23
31 1 55
32 0 50
32 1 36
33 0 3
33 1 59
34 0 52
34 1 18
35 0 34
35 1 35
36 0 45
36 1 4
37 0 0
37 1 24
38 0 23
38 1 9
39 0 34
39 1 33
40 0 41
40 1 37
41 0 41
41 1 59
42 0 15
42 1 43
43 0 14
43 1 9
44 0 37
44 1 30
45 0 46
45 1 48
46 0 59
46 1 12
47 0 12
47 1 23
48 0 40
48 1 50
49 0 41
49 1 44
50 0 47
50 1 4
51 0 40
51 1 40
52 0 1
52 1 9
53 0 43
53 1 2
54 0 20
54 1 12
55 0 32
55 1 32
56 0 50
56 1 6
57 0 29
57 1 55
58 0 19
58 1 25
59 0 21
59 1 25
