Machine878
60 2
0 0 43
0 1 49
1 0 43
1 1 14
2 0 24
2 1 1
3 0 13
3 1 25
4 0 17
4 1 44
5 0 22
5 1 27
6 0 18
6 1 51
7 0 31
7 1 23
8 0 59
8 1 56
9 0 45
9 1 33
10 0 31
10 1 41
11 0 5
11 1 34
12 0 13
12 1 15
13 0 2
13 1 1
14 0 33
14 1 29
15 0 48
15 1 27
16 0 55
16 1 36
17 0 26
17 1 13
18 0 44
18 1 3
19 0 35
19 1 7
20 0 36
20 1 46
21 0 39
21 1 13
22 0 46
22 1 19
23 0 39
23 1 4
24 0 18
24 1 2
25 0 3
25 1 36
26 0 53
26 1 41
27 0 21
27 1 33
28 0 38
28 1 22
29 0 33
29 1 37
30 0 22
30 1 48
31 0 55
31 1 48
32 0 47
32 1 54
33 0 38
33 1 58
34 0 24
34 1 39
35 0 36
35 1 54
36 0 27
36 1 48
37 0 3
37 1 56
38 0 17
38 1 34
39 0 16
39 1 59
40 0 17
40 1 45
41 0 5
41 1 26
42 0 39
42 1 24
43 0 13
43 1 28
44 0 22
44 1 26
45 0 0
45 1 15
46 0 12
46 1 11
47 0 7
47 1 22
48 0 21
48 1 17
49 0 40
49 1 54
50 0 28
50 1 55
51 0 3
51 1 7
52 0 17
52 1 9
53 0 27
53 1 59
54 0 46
54 1 29
55 0 55
55 1 25
56 0 44
56 1 49
57 0 6
57 1 27
58 0 46
58 1 36
59 0 53
59 1 23
