Machine409
40 2
0 0 5
0 1 29
1 0 38
1 1 37
2 0 17
2 1 3
3 0 13
3 1 27
4 0 10
4 1 37
5 0 23
5 1 0
6 0 6
6 1 16
7 0 31
7 1 31
8 0 38
8 1 37
9 0 8
9 1 28
10 0 12
10 1 5
11 0 33
11 1 4
12 0 3
12 1 7
13 0 10
13 1 6
14 0 11
14 1 22
15 0 33
15 1 36
16 0 35
16 1 35
17 0 5
17 1 22
18 0 24
18 1 33
19 0 31
19 1 36
20 0 28
20 1 5
21 0 15
21 1 2
22 0 6
22 1 21
23 0 22
23 1 4
24 0 23
24 1 23
25 0 12
25 1 28
26 0 35
26 1 10
27 0 23
27 1 6
28 0 10
28 1 20
29 0 4
29 1 13
30 0 10
30 1 28
31 0 26
31 1 9
32 0 24
32 1 33
33 0 27
33 1 10
34 0 16
34 1 21
35 0 2
35 1 14
36 0 24
36 1 24
37 0 38
37 1 26
38 0 20
38 1 8
39 0 24
39 1 4
