Machine455
40 2
0 0 6
0 1 14
1 0 7
1 1 24
2 0 7
2 1 25
3 0 34
3 1 38
4 0 8
4 1 17
5 0 7
5 1 5
6 0 8
6 1 13
7 0 18
7 1 9
8 0 16
8 1 28
9 0 34
9 1 12
10 0 16
10 1 10
11 0 35
11 1 12
12 0 8
12 1 32
13 0 35
13 1 6
14 0 20
14 1 17
15 0 11
15 1 35
16 0 33
16 1 4
17 0 39
17 1 11
18 0 6
18 1 23
19 0 28
19 1 15
20 0 24
20 1 27
21 0 27
21 1 29
22 0 25
22 1 12
23 0 9
23 1 10
24 0 19
24 1 22
25 0 7
25 1 31
26 0 22
26 1 17
27 0 15
27 1 16
28 0 20
28 1 14
29 0 31
29 1 33
30 0 34
30 1 2
31 0 19
31 1 21
32 0 6
32 1 34
33 0 21
33 1 30
34 0 22
34 1 9
35 0 38
35 1 24
36 0 8
36 1 6
37 0 9
37 1 9
38 0 12
38 1 6
39 0 10
39 1 22
