Machine544
40 2
0 0 9
0 1 23
1 0 30
1 1 37
2 0 36
2 1 5
3 0 26
3 1 1
4 0 24
4 1 35
5 0 37
5 1 5
6 0 28
6 1 12
7 0 1
7 1 24
8 0 8
8 1 31
9 0 3
9 1 29
10 0 34
10 1 13
11 0 15
11 1 5
12 0 14
12 1 7
13 0 20
13 1 36
14 0 24
14 1 20
15 0 18
15 1 26
16 0 30
16 1 8
17 0 24
17 1 12
18 0 13
18 1 17
19 0 6
19 1 12
20 0 11
20 1 25
21 0 3
21 1 7
22 0 30
22 1 26
23 0 9
23 1 31
24 0 8
24 1 39
25 0 3
25 1 31
26 0 34
26 1 23
27 0 27
27 1 18
28 0 10
28 1 4
29 0 5
29 1 24
30 0 20
30 1 31
31 0 33
31 1 18
32 0 2
32 1 8
33 0 21
33 1 2
34 0 15
34 1 7
35 0 5
35 1 24
36 0 19
36 1 17
37 0 10
37 1 6
38 0 39
38 1 3
39 0 9
39 1 35
