Machine444
40 2
0 0 11
0 1 9
1 0 1
1 1 17
2 0 20
2 1 6
3 0 24
3 1 34
4 0 16
4 1 26
5 0 19
5 1 36
6 0 26
6 1 25
7 0 20
7 1 7
8 0 19
8 1 14
9 0 15
9 1 10
10 0 12
10 1 7
11 0 5
11 1 33
12 0 0
12 1 2
13 0 10
13 1 14
14 0 22
14 1 29
15 0 23
15 1 22
16 0 34
16 1 10
17 0 5
17 1 17
18 0 11
18 1 28
19 0 17
19 1 17
20 0 29
20 1 20
21 0 22
21 1 31
22 0 15
22 1 26
23 0 39
23 1 12
24 0 29
24 1 23
25 0 10
25 1 4
26 0 15
26 1 26
27 0 20
27 1 12
28 0 33
28 1 1
29 0 8
29 1 28
30 0 15
30 1 28
31 0 23
31 1 19
32 0 26
32 1 12
33 0 6
33 1 34
34 0 31
34 1 16
35 0 1
35 1 37
36 0 7
36 1 24
37 0 19
37 1 33
38 0 0
38 1 30
39 0 35
39 1 16
