Machine402
40 2
0 0 12
0 1 34
1 0 16
1 1 39
2 0 34
2 1 14
3 0 28
3 1 34
4 0 11
4 1 5
5 0 14
5 1 16
6 0 26
6 1 27
7 0 26
7 1 25
8 0 30
8 1 14
9 0 7
9 1 37
10 0 35
10 1 25
11 0 5
11 1 1
12 0 37
12 1 8
13 0 7
13 1 38
14 0 33
14 1 6
15 0 11
15 1 4
16 0 27
16 1 2
17 0 1
17 1 9
18 0 0
18 1 38
19 0 19
19 1 13
20 0 4
20 1 29
21 0 29
21 1 10
22 0 16
22 1 31
23 0 14
23 1 31
24 0 16
24 1 24
25 0 23
25 1 23
26 0 11
26 1 7
27 0 22
27 1 31
28 0 6
28 1 3
29 0 24
29 1 36
30 0 39
30 1 19
31 0 24
31 1 38
32 0 21
32 1 27
33 0 26
33 1 9
34 0 11
34 1 39
35 0 21
35 1 7
36 0 13
36 1 17
37 0 21
37 1 14
38 0 24
38 1 25
39 0 14
39 1 4
